"","Provider.ID","Hospital.name","PAYM_30_AMI","PAYM_30_HF","PAYM_30_PN","PAYM_90_HIP_KNEE"
"2749",310058,"BERGEN REGIONAL MEDICAL CENTER","Not Available","Not Available","$18,649","Not Available"
"2750",310060,"ST LUKE'S WARREN HOSPITAL","$25,242","$16,838","$17,486","$23,085"
"2751",310061,"LOURDES MEDICAL CENTER OF BURLINGTON COUNTY","$24,043","$16,899","$17,899","$24,271"
"2752",310064,"ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS","$23,467","$18,190","$18,023","$19,067"
"2753",310069,"INSPIRA MEDICAL CENTER ELMER","$25,203","$18,199","$17,089","$23,472"
"2754",310070,"SAINT PETER'S UNIVERSITY HOSPITAL","$26,240","$17,202","$18,058","$25,664"
"2755",310073,"JERSEY SHORE UNIVERSITY MEDICAL CENTER","$24,529","$19,189","$19,140","$23,578"
"2756",310074,"JERSEY CITY MEDICAL CENTER","$24,057","$17,803","$17,562","$28,510"
"2757",310075,"MONMOUTH MEDICAL CENTER","$25,561","$20,245","$19,983","$23,548"
"2758",310076,"SAINT BARNABAS MEDICAL CENTER","$24,838","$17,848","$18,224","$26,486"
"2759",310081,"INSPIRA MEDICAL CENTER WOODBURY","$23,373","$14,600","$16,544","$22,998"
"2760",310083,"EAST ORANGE GENERAL HOSPITAL","$23,608","$18,619","$20,158","Not Available"
"2761",310084,"MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS","$25,290","$17,613","$18,380","Not Available"
"2762",310086,"KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV","$25,904","$17,816","$18,464","$21,003"
"2763",310091,"MEMORIAL HOSPITAL OF SALEM COUNTY","$24,007","$16,383","$18,981","Not Available"
"2764",310092,"CAPITAL HEALTH SYSTEM-FULD CAMPUS","$24,244","$15,998","$19,766","Not Available"
"2765",310096,"SAINT MICHAEL'S MEDICAL CENTER","$23,155","$17,844","$17,633","$31,083"
"2766",310108,"JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY","$25,751","$19,456","$19,307","$27,579"
"2767",310110,"ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON","$27,667","$18,724","$18,984","$23,258"
"2768",310111,"CENTRASTATE MEDICAL CENTER","$27,304","$18,698","$17,518","$24,321"
"2769",310112,"BAYSHORE MEDICAL CENTER","$27,604","$18,523","$18,982","$27,975"
"2770",310113,"SOUTHERN OCEAN MEDICAL CENTER","$26,303","$17,865","$17,508","$22,465"
"2771",310115,"HACKETTSTOWN MEDICAL CENTER","$27,910","$18,259","$20,445","$27,990"
"2772",310118,"MEADOWLANDS HOSPITAL MEDICAL CENTER","$23,262","$17,150","$17,603","Not Available"
"2773",310119,"UNIVERSITY HOSPITAL","$23,398","$18,131","$18,619","Not Available"
"2774",310130,"HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL","$23,741","$16,887","$17,629","$25,405"
"2775",313300,"CHILDREN'S SPECIALIZED HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"2776",313302,"WEISMAN CHILDRENS REHABILITATION HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"2777",320001,"UNM HOSPITAL","$21,866","$16,499","$15,955","$22,891"
"2778",320002,"CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER","$20,345","$14,166","$14,779","$21,365"
"2779",320003,"SAN MIGUEL CORP D/B/A ALTA VISTA REGIONAL HOSPITAL","Not Available","$14,054","$14,368","Not Available"
"2780",320004,"GERALD CHAMPION REGIONAL MEDICAL CENTER","$22,020","$15,744","$18,427","$20,117"
"2781",320005,"SAN JUAN REGIONAL MEDICAL CENTER","$22,020","$16,195","$15,516","$18,203"
"2782",320006,"EASTERN NEW MEXICO MEDICAL CENTER","$23,340","$15,873","$16,536","$22,480"
"2783",320009,"LOVELACE MEDICAL CENTER","$22,950","$16,234","$17,779","$22,681"
"2784",320011,"PRESBYTERIAN ESPANOLA HOSPITAL","Not Available","$14,263","$14,498","$20,729"
"2785",320016,"GILA REGIONAL MEDICAL CENTER","Not Available","$13,877","$15,075","$21,106"
"2786",320017,"LOVELACE WOMEN'S HOSPITAL","Not Available","$15,751","$15,825","$22,710"
"2787",320018,"MEMORIAL MEDICAL CENTER","$21,438","$16,155","$17,473","$24,570"
"2788",320021,"PRESBYTERIAN HOSPITAL","$19,907","$16,039","$16,401","$20,746"
"2789",320022,"PLAINS REGIONAL MEDICAL CENTER","Not Available","$14,645","$15,525","$19,239"
"2790",320030,"ARTESIA GENERAL HOSPITAL","Not Available","Not Available","$14,932","$20,111"
"2791",320033,"LOS ALAMOS MEDICAL CENTER","Not Available","$14,668","$15,324","$20,199"
"2792",320038,"REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES","Not Available","$14,158","$14,209","Not Available"
"2793",320057,"SANTA FE PHS INDIAN HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"2794",320058,"MESCALERO PHS INDIAN HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"2795",320059,"NORTHERN NAVAJO MEDICAL CENTER","Not Available","$14,508","$12,016","Not Available"
"2796",320060,"ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER","Not Available","Not Available","$13,867","Not Available"
"2797",320061,"GALLUP INDIAN MEDICAL CENTER","Not Available","$14,658","$11,620","Not Available"
"2798",320062,"CROWNPOINT HEALTHCARE FACILITY","Not Available","Not Available","$10,790","Not Available"
"2799",320063,"CARLSBAD MEDICAL CENTER","$23,981","$14,445","$15,195","Not Available"
"2800",320065,"LEA REGIONAL MEDICAL CENTER","Not Available","$15,523","$18,450","Not Available"
"2801",320067,"GUADALUPE COUNTY HOSPITAL","Not Available","Not Available","$11,222","Not Available"
"2802",320070,"DHHS USPHS INDIAN HEALTH SERVICES","Not Available","Not Available","Not Available","Not Available"
"2803",320074,"LOVELACE WESTSIDE HOSPITAL","Not Available","$14,891","$15,110","$19,778"
"2804",320084,"ROOSEVELT GENERAL HOSPITAL","Not Available","$14,267","$14,228","Not Available"
"2805",320085,"MOUNTAIN VIEW REGIONAL MEDICAL CENTER","$24,561","$16,815","$17,519","$21,205"
"2806",320086,"LOVELACE REGIONAL HOSPITAL - ROSWELL","$21,756","$15,900","$13,358","$21,914"
"2807",320089,"UNM SANDOVAL REGIONAL MEDICAL CENTER","Not Available","$15,392","$16,718","$22,242"
"2808",321300,"SIERRA VISTA HOSPITAL","Not Available","Not Available","$13,403","Not Available"
"2809",321301,"SOCORRO GENERAL HOSPITAL","Not Available","Not Available","$14,461","Not Available"
"2810",321302,"DR DAN C TRIGG MEMORIAL HOSPITAL","Not Available","Not Available","$15,658","Not Available"
"2811",321304,"UNION COUNTY GENERAL HOSPITAL","Not Available","$16,721","$19,151","Not Available"
"2812",321305,"NOR-LEA HOSPITAL DISTRICT","Not Available","$16,581","$17,050","Not Available"
"2813",321306,"LINCOLN COUNTY MEDICAL CENTER","Not Available","$14,510","$15,984","Not Available"
"2814",321307,"MINERS' COLFAX MEDICAL CENTER","Not Available","$14,987","$17,317","Not Available"
"2815",321308,"CIBOLA GENERAL HOSPITAL","Not Available","Not Available","$12,922","Not Available"
"2816",321309,"MIMBRES MEMORIAL HOSPITAL","Not Available","$15,943","$14,318","$23,607"
"2817",321310,"HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS","Not Available","$14,354","$14,505","$19,863"
"2818",330003,"ALBANY MEMORIAL HOSPITAL","$21,912","$14,604","$14,810","Not Available"
"2819",330004,"HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS","$23,002","$15,832","$15,840","Not Available"
"2820",330005,"KALEIDA HEALTH","$20,628","$15,047","$16,680","$21,825"
"2821",330006,"ST JOSEPH'S MEDICAL CENTER","$24,199","$16,183","$18,726","$27,192"
"2822",330008,"WYOMING COUNTY COMMUNITY HOSPITAL","Not Available","$14,905","$15,359","Not Available"
"2823",330009,"BRONX-LEBANON HOSPITAL CENTER","$22,925","$14,159","$15,700","Not Available"
"2824",330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC","$19,722","$14,607","$15,382","$20,362"
"2825",330013,"ALBANY MEDICAL CENTER HOSPITAL","$25,454","$18,047","$17,424","$20,657"
"2826",330014,"JAMAICA HOSPITAL MEDICAL CENTER","$22,311","$14,902","$16,945","Not Available"
"2827",330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.","$24,281","$16,711","$19,505","Not Available"
"2828",330023,"VASSAR BROTHERS MEDICAL CENTER","$22,895","$16,046","$17,336","$21,671"
"2829",330024,"MOUNT SINAI HOSPITAL","$23,107","$17,001","$17,397","$26,159"
"2830",330027,"NASSAU UNIVERSITY MEDICAL CENTER","$23,486","$16,774","$18,052","Not Available"
"2831",330028,"RICHMOND UNIVERSITY MEDICAL CENTER","$22,226","$17,377","$19,318","$29,148"
"2832",330030,"NEWARK-WAYNE COMMUNITY HOSPITAL","$22,807","$18,236","$16,450","$22,555"
"2833",330033,"CHENANGO MEMORIAL HOSPITAL, INC","$20,065","$14,190","$13,722","$20,866"
"2834",330043,"SOUTHSIDE HOSPITAL","$24,714","$19,083","$17,601","$25,032"
"2835",330044,"FAXTON-ST LUKE'S HEALTHCARE","$23,124","$15,325","$16,749","$25,105"
"2836",330045,"HUNTINGTON HOSPITAL","$25,611","$17,927","$18,076","$24,544"
"2837",330046,"MOUNT SINAI WEST","$24,435","$16,517","$16,448","$26,656"
"2838",330047,"ST MARY'S HOSPITAL AT AMSTERDAM","$21,565","$15,413","$16,562","$20,316"
"2839",330049,"NORTHERN DUTCHESS HOSPITAL","$23,847","$14,858","$17,397","$19,397"
"2840",330055,"NEW YORK-PRESBYTERIAN/QUEENS","$20,941","$17,001","$18,999","$28,800"
"2841",330056,"BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS","$23,121","$17,072","$17,393","$29,107"
"2842",330057,"ST PETER'S HOSPITAL","$23,120","$16,115","$16,492","$20,257"
"2843",330058,"GENEVA GENERAL HOSPITAL","Not Available","$16,672","$16,662","$20,023"
"2844",330059,"MONTEFIORE MEDICAL CENTER","$22,693","$15,446","$16,283","$24,642"
"2845",330061,"LAWRENCE HOSPITAL CENTER","$24,798","$17,035","$18,781","$25,268"
"2846",330065,"NIAGARA FALLS MEMORIAL MEDICAL CENTER","$24,630","$13,378","$15,404","Not Available"
"2847",330073,"UNITED MEMORIAL MEDICAL CENTER","$22,906","$14,855","$16,100","$22,191"
"2848",330074,"F F THOMPSON HOSPITAL","$23,613","$13,829","$15,296","$18,633"
"2849",330078,"SISTERS OF CHARITY HOSPITAL","$25,145","$14,969","$18,003","$22,806"
"2850",330079,"ADIRONDACK MEDICAL CENTER","$21,846","$13,913","$16,688","$20,232"
"2851",330080,"LINCOLN MEDICAL & MENTAL HEALTH CENTER","$23,637","$16,530","$20,738","Not Available"
"2852",330084,"ALICE HYDE MEDICAL CENTER","$20,789","$13,535","$15,174","$19,947"
"2853",330085,"AURELIA OSBORN FOX MEMORIAL HOSPITAL","$19,849","$13,282","$13,692","$21,231"
"2854",330086,"MONTEFIORE MOUNT VERNON HOSPITAL","Not Available","$16,712","$19,608","Not Available"
"2855",330088,"EASTERN LONG ISLAND HOSPITAL","Not Available","$15,161","$16,468","Not Available"
"2856",330090,"ARNOT OGDEN MEDICAL CENTER","$22,930","$15,372","$16,198","$19,933"
"2857",330094,"COLUMBIA MEMORIAL HOSPITAL","$20,318","$15,064","$16,287","$21,881"
"2858",330096,"JONES MEMORIAL HOSPITAL","Not Available","$14,690","$15,591","Not Available"
"2859",330100,"N Y EYE AND EAR INFIRMARY","Not Available","Not Available","Not Available","Not Available"
"2860",330101,"NEW YORK-PRESBYTERIAN HOSPITAL","$24,106","$17,694","$16,439","$24,606"
"2861",330102,"KENMORE MERCY HOSPITAL","$23,117","$14,900","$17,398","$22,107"
"2862",330103,"OLEAN GENERAL HOSPITAL","$25,135","$16,364","$16,986","$23,090"
"2863",330104,"NYACK HOSPITAL","$26,728","$21,620","$19,570","$24,260"
"2864",330106,"NORTH SHORE UNIVERSITY HOSPITAL","$24,469","$17,654","$17,209","$25,139"
"2865",330107,"PECONIC BAY MEDICAL CENTER","$23,985","$17,913","$15,932","$22,925"
"2866",330108,"ST JOSEPH'S HOSPITAL, INC","Not Available","$15,435","$14,701","Not Available"
"2867",330111,"BERTRAND CHAFFEE HOSPITAL","Not Available","$15,967","$17,656","Not Available"
"2868",330115,"ONEIDA HEALTHCARE","Not Available","$13,980","$15,206","$22,842"
"2869",330119,"LENOX HILL HOSPITAL","$23,304","$18,374","$17,513","$22,800"
"2870",330125,"ROCHESTER GENERAL HOSPITAL","$23,404","$15,708","$17,056","$22,395"
"2871",330126,"ORANGE REGIONAL MEDICAL CENTER","$25,760","$19,293","$18,593","$25,491"
"2872",330127,"JACOBI MEDICAL CENTER","$24,802","$15,205","$17,126","Not Available"
"2873",330128,"ELMHURST HOSPITAL CENTER","$21,965","$14,975","$15,822","Not Available"
"2874",330132,"TLC HEALTH NETWORK","Not Available","$15,376","$14,273","$23,060"
"2875",330135,"BON SECOURS COMMUNITY HOSPITAL","$24,251","$15,409","$16,489","$21,943"
"2876",330136,"MARY IMOGENE BASSETT HOSPITAL","$21,676","$14,266","$15,881","$20,792"
"2877",330140,"ST JOSEPH'S HOSPITAL HEALTH CENTER","$21,377","$15,648","$15,367","$21,205"
"2878",330141,"BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER","$25,652","$18,212","$19,077","$26,889"
"2879",330144,"IRA DAVENPORT MEMORIAL HOSPITAL, INC","Not Available","$15,654","$14,957","Not Available"
"2880",330151,"ST JAMES MERCY HOSPITAL","Not Available","$14,610","$15,226","Not Available"
"2881",330153,"ELLIS HOSPITAL","$19,726","$15,117","$16,469","$21,593"
"2882",330157,"SAMARITAN MEDICAL CENTER","$20,149","$14,842","$15,265","$20,841"
"2883",330158,"GOOD SAMARITAN HOSPITAL OF SUFFERN","$26,001","$20,425","$19,740","$22,327"
"2884",330160,"STATEN ISLAND UNIVERSITY HOSPITAL","$23,765","$16,620","$17,644","$31,081"
"2885",330162,"NORTHERN WESTCHESTER HOSPITAL","$25,611","$16,410","$16,517","$23,612"
"2886",330163,"EASTERN NIAGARA HOSPITAL","$23,069","$14,616","$14,773","Not Available"
"2887",330164,"HIGHLAND HOSPITAL","$23,904","$13,872","$14,481","$22,357"
"2888",330166,"WESTFIELD MEMORIAL HOSPITAL, INC","Not Available","Not Available","Not Available","Not Available"
"2889",330167,"NYU WINTHROP HOSPITAL","$22,752","$17,914","$15,976","$24,493"
"2890",330169,"MOUNT SINAI BETH ISRAEL/PETRIE CAMPUS","$22,903","$16,214","$16,792","$28,318"
"2891",330175,"CORTLAND REGIONAL MEDICAL CENTER, INC","$21,798","$15,305","$14,231","Not Available"
"2892",330180,"SAMARITAN HOSPITAL","$23,182","$15,865","$16,641","$21,631"
"2893",330181,"GLEN COVE HOSPITAL","$24,842","$18,048","$17,804","$29,331"
"2894",330182,"ST FRANCIS HOSPITAL, ROSLYN","$27,019","$18,719","$16,571","$25,614"
"2895",330184,"MONTEFIORE NEW ROCHELLE HOSPITAL","$25,536","$17,267","$19,058","$23,918"
"2896",330185,"JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON","$24,879","$17,511","$16,147","$22,879"
"2897",330188,"MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER","$21,881","$16,675","$15,451","$22,707"
"2898",330191,"GLENS FALLS HOSPITAL","$19,409","$14,928","$15,353","$22,255"
"2899",330193,"FLUSHING HOSPITAL MEDICAL CENTER","$24,188","$18,142","$18,759","$30,842"
"2900",330194,"MAIMONIDES MEDICAL CENTER","$22,134","$17,986","$19,026","$30,500"
"2901",330195,"LONG ISLAND JEWISH MEDICAL CENTER","$23,512","$16,563","$17,246","$25,425"
"2902",330196,"CONEY ISLAND HOSPITAL","$25,380","$16,177","$17,720","Not Available"
"2903",330197,"CANTON-POTSDAM HOSPITAL","$21,612","$13,617","$13,842","$18,512"
"2904",330198,"SOUTH NASSAU COMMUNITIES HOSPITAL","$22,658","$18,096","$17,313","$24,133"
"2905",330199,"METROPOLITAN HOSPITAL CENTER","$21,755","$16,220","$15,985","Not Available"
"2906",330201,"KINGSBROOK JEWISH MEDICAL CENTER","$25,018","$18,136","$18,653","Not Available"
"2907",330202,"KINGS COUNTY HOSPITAL CENTER","$19,827","$13,721","$15,792","Not Available"
"2908",330203,"CROUSE HOSPITAL","$20,312","$15,069","$15,999","$21,996"
"2909",330204,"BELLEVUE HOSPITAL CENTER","$20,204","$14,909","$16,159","Not Available"
"2910",330205,"ST ANTHONY COMMUNITY HOSPITAL","$23,671","$19,071","$18,434","$25,059"
"2911",330208,"ST JOHN'S RIVERSIDE HOSPITAL","$24,523","$17,764","$18,514","$23,440"
"2912",330211,"CLAXTON-HEPBURN MEDICAL CENTER","$21,615","$14,849","$14,639","$20,604"
"2913",330214,"NYU HOSPITALS CENTER","$24,964","$18,808","$17,912","$22,381"
"2914",330215,"ROME MEMORIAL HOSPITAL, INC","$23,856","$14,177","$15,877","Not Available"
"2915",330218,"OSWEGO HOSPITAL","$24,106","$15,866","$18,202","Not Available"
"2916",330219,"ERIE COUNTY MEDICAL CENTER","Not Available","$14,381","$16,711","$22,350"
"2917",330221,"WYCKOFF HEIGHTS MEDICAL CENTER","$24,510","$16,168","$18,331","Not Available"
"2918",330222,"SARATOGA HOSPITAL","$22,848","$15,452","$15,424","$19,867"
"2919",330223,"MASSENA MEMORIAL HOSPITAL","$22,394","$14,640","$14,748","$21,965"
"2920",330224,"HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS","Not Available","Not Available","Not Available","$18,737"
"2921",330226,"UNITY HOSPITAL OF ROCHESTER","$21,856","$15,304","$16,209","$21,029"
"2922",330229,"BROOKS MEMORIAL HOSPITAL","Not Available","$15,916","$14,960","$22,506"
"2923",330231,"QUEENS HOSPITAL CENTER","$22,499","$14,794","$15,328","Not Available"
"2924",330232,"ST MARY'S HOSPITAL ( TROY )","$22,229","$14,355","$16,636","Not Available"
"2925",330233,"BROOKDALE HOSPITAL MEDICAL CENTER","$21,851","$16,248","$16,885","Not Available"
"2926",330234,"WESTCHESTER MEDICAL CENTER","$24,892","$21,058","$19,556","$24,734"
"2927",330235,"AUBURN  COMMUNITY  HOSPITAL","$21,804","$13,940","$14,995","$22,944"
"2928",330236,"NEW YORK-PRESBYTERIAN BROOKLYN METHODIST HOSPITAL","$21,599","$16,992","$18,002","$30,262"
"2929",330238,"NICHOLAS H NOYES MEMORIAL HOSPITAL","Not Available","$15,714","$13,297","$21,335"
"2930",330239,"WOMAN'S CHRISTIAN ASSOCIATION","$21,486","$15,357","$17,088","$25,331"
"2931",330240,"HARLEM HOSPITAL CENTER","Not Available","$16,375","$18,987","Not Available"
"2932",330241,"UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER","$23,744","$16,212","$17,147","$22,973"
"2933",330245,"ST ELIZABETH MEDICAL CENTER","$23,378","$15,586","$15,377","$20,181"
"2934",330246,"ST CHARLES HOSPITAL","$22,306","$17,529","$17,016","$22,818"
"2935",330250,"CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR","$19,828","$14,392","$14,471","$21,554"
"2936",330259,"MERCY MEDICAL CENTER","$25,063","$18,631","$18,894","$28,701"
"2937",330261,"PHELPS MEMORIAL HOSPITAL ASSN","$23,899","$18,105","$17,011","$22,536"
"2938",330264,"ST LUKE'S CORNWALL HOSPITAL","$21,808","$16,733","$18,442","$21,507"
"2939",330265,"CLIFTON SPRINGS HOSPITAL AND CLINIC","Not Available","$13,954","$13,637","Not Available"
"2940",330267,"NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL","$23,436","$17,618","$17,834","$23,986"
"2941",330268,"COBLESKILL REGIONAL HOSPITAL","Not Available","$15,435","$13,562","Not Available"
"2942",330270,"HOSPITAL FOR SPECIAL SURGERY","Not Available","Not Available","Not Available","$22,946"
"2943",330273,"PUTNAM HOSPITAL CENTER","$24,764","$18,773","$17,726","$23,446"
"2944",330276,"NATHAN LITTAUER HOSPITAL","$22,163","$14,442","$14,853","$25,768"
"2945",330277,"CORNING HOSPITAL","$22,627","$15,086","$16,114","$21,447"
"2946",330279,"MERCY HOSPITAL OF BUFFALO","$22,561","$16,124","$18,052","$22,271"
"2947",330285,"STRONG MEMORIAL HOSPITAL","$22,073","$15,018","$17,174","Not Available"
"2948",330286,"GOOD SAMARITAN HOSPITAL MEDICAL CENTER","$24,808","$18,024","$17,143","$26,908"
"2949",330304,"WHITE PLAINS HOSPITAL CENTER","$25,219","$19,818","$18,759","$25,803"
"2950",330307,"CAYUGA MEDICAL CENTER AT ITHACA","$21,944","$14,152","$15,257","$21,073"
"2951",330331,"PLAINVIEW HOSPITAL","$25,408","$18,125","$18,005","$25,384"
"2952",330332,"ST JOSEPH HOSPITAL","$26,230","$18,123","$18,622","$23,979"
"2953",330340,"SOUTHAMPTON HOSPITAL","$25,234","$17,364","$17,967","$24,410"
"2954",330350,"UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE )","$23,052","$15,925","$15,480","Not Available"
"2955",330385,"NORTH CENTRAL BRONX HOSPITAL","Not Available","Not Available","$16,886","Not Available"
"2956",330386,"CATSKILL REGIONAL MEDICAL CENTER","$24,540","$18,070","$17,515","Not Available"
"2957",330387,"ROCKEFELLER UNIVERSITY HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"2958",330393,"UNIVERSITY HOSPITAL ( STONY BROOK )","$24,228","$17,049","$17,386","$22,586"
"2959",330394,"UNITED HEALTH SERVICES HOSPITALS, INC","$19,261","$13,767","$14,525","$20,326"
"2960",330395,"ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE","$21,881","$15,429","$19,645","Not Available"
"2961",330396,"WOODHULL MEDICAL AND MENTAL HEALTH CENTER","$20,274","$14,724","$14,473","Not Available"
"2962",330397,"INTERFAITH MEDICAL CENTER","$22,374","$16,209","$19,034","Not Available"
"2963",330399,"ST BARNABAS HOSPITAL","$21,299","$14,712","$14,765","Not Available"
"2964",330401,"ST CATHERINE OF SIENA HOSPITAL","$25,096","$18,804","$17,567","$26,852"
"2965",330403,"MONROE COMMUNITY HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"2966",330405,"HELEN HAYES HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"2967",330406,"SUNNYVIEW HOSPITAL AND REHABILITATION CENTER","Not Available","Not Available","Not Available","Not Available"
"2968",330408,"TRI-TOWN REGIONAL HEALTHCARE","Not Available","Not Available","Not Available","Not Available"
"2969",330409,"BURDETT CARE CENTER","Not Available","Not Available","Not Available","Not Available"
"2970",331301,"CUBA MEMORIAL HOSPITAL, INC","Not Available","Not Available","$16,104","Not Available"
"2971",331302,"ELIZABETHTOWN COMMUNITY HOSPITAL","Not Available","$18,247","$18,893","Not Available"
"2972",331303,"CATSKILL REGIONAL MEDICAL CENTER - G HERMANN SITE","Not Available","Not Available","Not Available","Not Available"
"2973",331304,"MARGARETVILLE MEMORIAL HOSPITAL","Not Available","Not Available","$18,590","Not Available"
"2974",331305,"O'CONNOR HOSPITAL","Not Available","Not Available","$16,699","Not Available"
"2975",331306,"MOSES-LUDINGTON HOSPITAL","Not Available","Not Available","$16,586","Not Available"
"2976",331307,"CLIFTON FINE HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"2977",331309,"RIVER HOSPITAL, INC","Not Available","Not Available","$17,793","Not Available"
"2978",331310,"ELLENVILLE REGIONAL HOSPITAL","Not Available","$17,428","$17,883","Not Available"
"2979",331311,"LITTLE FALLS HOSPITAL","Not Available","$16,139","$17,803","Not Available"
"2980",331312,"DELAWARE VALLEY HOSPITAL, INC","Not Available","$14,869","$16,084","Not Available"
"2981",331313,"SCHUYLER HOSPITAL, INC","Not Available","Not Available","$14,852","Not Available"
"2982",331314,"SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES","Not Available","$14,102","$14,449","Not Available"
"2983",331315,"GOUVERNEUR HOSPITAL","Not Available","$14,829","$15,534","Not Available"
"2984",331316,"COMMUNITY MEMORIAL HOSPITAL, INC","Not Available","$17,220","$16,877","$19,160"
"2985",331317,"LEWIS COUNTY GENERAL HOSPITAL","Not Available","$15,256","$14,250","Not Available"
"2986",331318,"CARTHAGE AREA HOSPITAL, INC","Not Available","$16,179","$20,115","Not Available"
"2987",331319,"MEDINA MEMORIAL HOSPITAL","$23,048","$14,691","$15,901","Not Available"
"2988",333301,"BLYTHEDALE CHILDREN'S HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"2989",340001,"CAROLINAS HEALTHCARE SYSTEM NORTHEAST","$21,094","$15,338","$17,613","$22,503"
"2990",340002,"MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","$21,250","$16,266","$17,495","$22,542"
"2991",340003,"NORTHERN HOSPITAL OF SURRY COUNTY","Not Available","$15,907","$15,071","$21,792"
"2992",340004,"HIGH POINT REGIONAL HOSPITAL","$21,855","$15,396","$17,183","$22,982"
"2993",340008,"SCOTLAND MEMORIAL HOSPITAL","$23,027","$12,714","$15,873","$19,624"
"2994",340010,"WAYNE MEMORIAL HOSPITAL","$21,257","$15,423","$16,915","$23,011"
"2995",340013,"RUTHERFORD REGIONAL MEDICAL CENTER","$22,193","$14,252","$15,807","$23,955"
"2996",340014,"NOVANT HEALTH FORSYTH MEDICAL CENTER","$20,577","$15,276","$16,221","$20,602"
"2997",340015,"NOVANT HEALTH ROWAN MEDICAL CENTER","$19,248","$15,231","$17,009","$22,867"
"2998",340016,"HARRIS REGIONAL HOSPITAL","$22,155","$15,233","$15,339","$23,446"
"2999",340017,"MARGARET R PARDEE MEMORIAL HOSPITAL","$24,957","$16,324","$17,146","$22,007"
"3000",340020,"CENTRAL CAROLINA HOSPITAL","$24,863","$15,148","$14,399","$23,914"
"3001",340021,"CAROLINAS HEALTHCARE SYSTEM CLEVELAND","$22,786","$16,263","$18,254","$20,032"
"3002",340023,"PARK RIDGE HEALTH","$23,424","$16,493","$18,674","$22,127"
"3003",340024,"SAMPSON REGIONAL MEDICAL CENTER","$22,778","$14,574","$15,658","$22,088"
"3004",340027,"UNC LENOIR HEALTH CARE","$20,270","$15,508","$16,752","$26,161"
"3005",340028,"CAPE FEAR VALLEY MEDICAL CENTER","$22,160","$14,247","$16,721","$21,707"
"3006",340030,"DUKE UNIVERSITY HOSPITAL","$21,524","$15,636","$17,135","$21,354"
"3007",340032,"CAROMONT REGIONAL MEDICAL CENTER","$23,305","$15,802","$17,491","$21,247"
"3008",340037,"CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN","Not Available","$16,977","$16,863","Not Available"
"3009",340039,"IREDELL MEMORIAL HOSPITAL INC","$22,194","$15,036","$17,214","$22,252"
"3010",340040,"VIDANT MEDICAL CENTER","$22,163","$15,964","$17,032","$23,378"
"3011",340041,"CALDWELL MEMORIAL HOSPITAL","$21,664","$16,339","$17,479","$27,009"
"3012",340042,"ONSLOW MEMORIAL HOSPITAL","$22,533","$15,139","$16,989","$22,143"
"3013",340047,"NORTH CAROLINA BAPTIST HOSPITAL","$21,366","$16,351","$16,747","$20,887"
"3014",340049,"NORTH CAROLINA SPECIALTY HOSPITAL","Not Available","Not Available","Not Available","$19,863"
"3015",340050,"SOUTHEASTERN REGIONAL MEDICAL CENTER","$21,328","$13,936","$15,457","$23,395"
"3016",340051,"WATAUGA MEDICAL CENTER","$21,337","$16,173","$16,245","$21,370"
"3017",340053,"NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER","$23,373","$15,755","$16,358","$19,994"
