Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,Communication with Nurses Floor,Communication with Nurses Achievement Threshold,Communication with Nurses Benchmark,Communication with Nurses Baseline Rate,Communication with Nurses Performance Rate,Communication with Nurses Achievement Points,Communication with Nurses Improvement Points,Communication with Nurses Dimension Score,Communication with Doctors Floor,Communication with Doctors Achievement Threshold,Communication with Doctors Benchmark,Communication with Doctors Baseline Rate,Communication with Doctors Performance Rate,Communication with Doctors Achievement Points,Communication with Doctors Improvement Points,Communication with Doctors Dimension Score,Responsiveness of Hospital Staff Floor,Responsiveness of Hospital Staff Achievement Threshold,Responsiveness of Hospital Staff Benchmark,Responsiveness of Hospital Staff Baseline Rate,Responsiveness of Hospital Staff Performance Rate,Responsiveness of Hospital Staff Achievement Points,Responsiveness of Hospital Staff Improvement Points,Responsiveness of Hospital Staff Dimension Score,Care Transition Floor,Care Transition Achievement Threshold,Care Transition Benchmark,Care Transition Baseline Rate,Care Transition Performance Rate,Care Transition Achievement Points,Care Transition Improvement Points,Care Transition Dimension Score,Communication about Medicines Floor,Communication about Medicines Achievement Threshold,Communication about Medicines Benchmark,Communication about Medicines Baseline Rate,Communication about Medicines Performance Rate,Communication about Medicines Achievement Points,Communication about Medicines Improvement Points,Communication about Medicines Dimension Score,Cleanliness and Quietness of Hospital Environment Floor,Cleanliness and Quietness of Hospital Environment Achievement Threshold,Cleanliness and Quietness of Hospital Environment Benchmark,Cleanliness and Quietness of Hospital Environment Baseline Rate,Cleanliness and Quietness of Hospital Environment Performance Rate,Cleanliness and Quietness of Hospital Environment Achievement Points,Cleanliness and Quietness of Hospital Environment Improvement Points,Cleanliness and Quietness of Hospital Environment Dimension Score,Discharge Information Floor,Discharge Information Achievement Threshold,Discharge Information Benchmark,Discharge Information Baseline Rate,Discharge Information Performance Rate,Discharge Information Achievement Points,Discharge Information Improvement Points,Discharge Information Dimension Score,Overall Rating of Hospital Floor,Overall Rating of Hospital Achievement Threshold,Overall Rating of Hospital Benchmark,Overall Rating of Hospital Baseline Rate,Overall Rating of Hospital Performance Rate,Overall Rating of Hospital Achievement Points,Overall Rating of Hospital Improvement Points,Overall Rating of Hospital Dimension Score,HCAHPS Base Score,HCAHPS Consistency Score
"380061","PROVIDENCE PORTLAND MEDICAL CENTER","4805 NE GLISAN STREET","PORTLAND","OR","97213","Multnomah","55.27","78.52","86.68","80.42","80.94","3 out of 10","0 out of 9","3 out of 10","57.39","80.44","88.51","80.02","80.67","1 out of 10","0 out of 9","1 out of 10","38.40","65.08","80.35","65.27","63.68","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","52.24","55.84","4 out of 10","3 out of 9","4 out of 10","43.43","63.37","73.66","65.51","66.46","3 out of 10","1 out of 9","3 out of 10","40.05","65.60","79.00","62.10","62.51","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","88.27","90.01","7 out of 10","5 out of 9","7 out of 10","37.67","70.23","84.58","77.31","78.04","5 out of 10","1 out of 9","5 out of 10","23","17"
"060075","VALLEY VIEW HOSPITAL ASSOCIATION","1906 BLAKE AVE","GLENWOOD SPRINGS","CO","81601","Garfield","55.27","78.52","86.68","81.44","78.50","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","82.49","83.84","4 out of 10","2 out of 9","4 out of 10","38.40","65.08","80.35","70.71","69.45","3 out of 10","0 out of 9","3 out of 10","25.21","51.45","62.44","55.35","57.62","6 out of 10","3 out of 9","6 out of 10","43.43","63.37","73.66","68.00","63.88","1 out of 10","0 out of 9","1 out of 10","40.05","65.60","79.00","71.06","65.93","1 out of 10","0 out of 9","1 out of 10","62.25","86.60","91.63","88.50","90.06","7 out of 10","4 out of 9","7 out of 10","37.67","70.23","84.58","78.12","76.89","5 out of 10","0 out of 9","5 out of 10","27","19"
"500041","PEACHEALTH ST JOHN MEDICAL CENTER","1615 DELAWARE STREET","LONGVIEW","WA","98632","Cowlitz","55.27","78.52","86.68","77.32","76.72","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","77.28","77.49","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","61.59","59.22","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","48.49","47.28","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","62.49","65.13","2 out of 10","2 out of 9","2 out of 10","40.05","65.60","79.00","63.73","62.84","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","90.67","88.16","3 out of 10","0 out of 9","3 out of 10","37.67","70.23","84.58","62.63","62.16","0 out of 10","0 out of 9","0 out of 10","5","15"
"110177","DOCTORS HOSPITAL","3651 WHEELER ROAD","AUGUSTA","GA","30909","Richmond","55.27","78.52","86.68","75.57","75.09","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","81.26","80.80","1 out of 10","0 out of 9","1 out of 10","38.40","65.08","80.35","58.28","59.29","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","50.39","48.16","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","61.35","60.11","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","65.45","65.07","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","85.33","85.12","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","69.92","70.19","0 out of 10","0 out of 9","0 out of 10","1","15"
"020026","ALASKA NATIVE MEDICAL CENTER","4315 DIPLOMACY DR","ANCHORAGE","AK","99508","Anchorage","55.27","78.52","86.68","74.98","71.71","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","78.18","77.66","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","64.39","62.84","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","45.20","37.88","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","68.29","65.58","2 out of 10","0 out of 9","2 out of 10","40.05","65.60","79.00","58.01","60.62","0 out of 10","1 out of 9","1 out of 10","62.25","86.60","91.63","86.68","86.12","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","66.22","63.58","0 out of 10","0 out of 9","0 out of 10","3","9"
"070003","DAY KIMBALL HOSPITAL","320 POMFRET STREET","PUTNAM","CT","06260","Windham","55.27","78.52","86.68","80.58","84.17","7 out of 10","5 out of 9","7 out of 10","57.39","80.44","88.51","82.19","83.23","4 out of 10","1 out of 9","4 out of 10","38.40","65.08","80.35","74.16","75.06","6 out of 10","1 out of 9","6 out of 10","25.21","51.45","62.44","52.99","57.42","5 out of 10","4 out of 9","5 out of 10","43.43","63.37","73.66","68.32","73.76","10 out of 10","9 out of 9","10 out of 10","40.05","65.60","79.00","64.12","68.49","2 out of 10","2 out of 9","2 out of 10","62.25","86.60","91.63","86.87","87.94","3 out of 10","2 out of 9","3 out of 10","37.67","70.23","84.58","70.58","71.27","1 out of 10","0 out of 9","1 out of 10","38","20"
"250162","HANCOCK MEDICAL CENTER","149 DRINKWATER BLVD","BAY SAINT LOUIS","MS","39521","Hancock","55.27","78.52","86.68","78.33","80.74","3 out of 10","2 out of 9","3 out of 10","57.39","80.44","88.51","77.98","82.25","3 out of 10","4 out of 9","4 out of 10","38.40","65.08","80.35","64.43","79.91","9 out of 10","9 out of 9","9 out of 10","25.21","51.45","62.44","48.62","57.46","5 out of 10","6 out of 9","6 out of 10","43.43","63.37","73.66","52.96","66.10","3 out of 10","6 out of 9","6 out of 10","40.05","65.60","79.00","64.81","74.56","7 out of 10","6 out of 9","7 out of 10","62.25","86.60","91.63","79.89","78.64","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","63.21","70.19","0 out of 10","3 out of 9","3 out of 10","38","13"
"200018","AROOSTOOK MEDICAL CENTER","PO BOX 151","PRESQUE ISLE","ME","04769","Aroostook","55.27","78.52","86.68","78.53","79.37","1 out of 10","1 out of 9","1 out of 10","57.39","80.44","88.51","77.47","79.95","0 out of 10","2 out of 9","2 out of 10","38.40","65.08","80.35","63.92","66.14","1 out of 10","1 out of 9","1 out of 10","25.21","51.45","62.44","53.73","50.65","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","62.42","67.11","4 out of 10","4 out of 9","4 out of 10","40.05","65.60","79.00","68.24","66.99","1 out of 10","0 out of 9","1 out of 10","62.25","86.60","91.63","86.64","88.76","4 out of 10","4 out of 9","4 out of 10","37.67","70.23","84.58","67.98","69.08","0 out of 10","0 out of 9","0 out of 10","13","19"
"050167","SAN JOAQUIN GENERAL HOSPITAL","500 W HOSPITAL ROAD","FRENCH CAMP","CA","95231","San Joaquin","55.27","78.52","86.68","66.68","67.88","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","69.68","73.27","0 out of 10","1 out of 9","1 out of 10","38.40","65.08","80.35","51.20","48.00","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","46.04","47.81","0 out of 10","1 out of 9","1 out of 10","43.43","63.37","73.66","57.33","50.75","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","54.43","50.22","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","78.24","85.79","0 out of 10","5 out of 9","5 out of 10","37.67","70.23","84.58","63.21","63.58","0 out of 10","0 out of 9","0 out of 10","7","7"
"510070","RALEIGH GENERAL HOSPITAL","1710 HARPER ROAD","BECKLEY","WV","25801","Raleigh","55.27","78.52","86.68","69.12","69.41","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","75.24","72.91","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","48.85","50.62","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","43.47","40.53","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","52.35","54.15","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","54.06","50.21","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","83.42","84.55","0 out of 10","1 out of 9","1 out of 10","37.67","70.23","84.58","55.88","52.93","0 out of 10","0 out of 9","0 out of 10","1","7"
"340114","REX HOSPITAL","4420 LAKE BOONE TRAIL","RALEIGH","NC","27607","Wake","55.27","78.52","86.68","80.34","80.00","2 out of 10","0 out of 9","2 out of 10","57.39","80.44","88.51","84.95","84.25","5 out of 10","0 out of 9","5 out of 10","38.40","65.08","80.35","65.71","65.92","1 out of 10","0 out of 9","1 out of 10","25.21","51.45","62.44","59.07","55.60","4 out of 10","0 out of 9","4 out of 10","43.43","63.37","73.66","67.75","66.14","3 out of 10","0 out of 9","3 out of 10","40.05","65.60","79.00","63.14","61.41","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","90.43","88.19","3 out of 10","0 out of 9","3 out of 10","37.67","70.23","84.58","76.24","76.86","5 out of 10","0 out of 9","5 out of 10","23","16"
"440194","TRISTAR HENDERSONVILLE MEDICAL CENTER","355 NEW SHACKLE ISLAND RD","HENDERSONVILLE","TN","37075","Sumner","55.27","78.52","86.68","75.66","78.92","1 out of 10","2 out of 9","2 out of 10","57.39","80.44","88.51","79.92","78.86","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","63.21","67.59","2 out of 10","2 out of 9","2 out of 10","25.21","51.45","62.44","47.30","48.78","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","59.00","61.61","0 out of 10","1 out of 9","1 out of 10","40.05","65.60","79.00","66.05","66.09","1 out of 10","0 out of 9","1 out of 10","62.25","86.60","91.63","87.07","85.98","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","67.36","69.27","0 out of 10","1 out of 9","1 out of 10","7","17"
"340107","VIDANT EDGECOMBE HOSPITAL","111 HOSPITAL DR","TARBORO","NC","27886","Edgecombe","55.27","78.52","86.68","82.94","82.18","5 out of 10","0 out of 9","5 out of 10","57.39","80.44","88.51","88.04","85.77","6 out of 10","0 out of 9","6 out of 10","38.40","65.08","80.35","72.10","70.56","4 out of 10","0 out of 9","4 out of 10","25.21","51.45","62.44","53.85","54.66","3 out of 10","0 out of 9","3 out of 10","43.43","63.37","73.66","69.70","72.77","9 out of 10","7 out of 9","9 out of 10","40.05","65.60","79.00","73.30","70.80","4 out of 10","0 out of 9","4 out of 10","62.25","86.60","91.63","90.16","90.31","7 out of 10","1 out of 9","7 out of 10","37.67","70.23","84.58","75.60","78.66","6 out of 10","3 out of 9","6 out of 10","44","20"
"430077","REGIONAL HEALTH RAPID CITY HOSPITAL","353 FAIRMONT BLVD  POST OFFICE BOX 6000","RAPID CITY","SD","57701","Pennington","55.27","78.52","86.68","75.89","76.30","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","76.98","77.05","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","66.15","69.07","3 out of 10","2 out of 9","3 out of 10","25.21","51.45","62.44","50.10","48.23","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","61.75","62.35","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","60.06","58.42","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","88.28","87.98","3 out of 10","0 out of 9","3 out of 10","37.67","70.23","84.58","65.71","66.33","0 out of 10","0 out of 9","0 out of 10","6","14"
"390164","UPMC PRESBYTERIAN SHADYSIDE","200 LOTHROP STREET","PITTSBURGH","PA","15213","Allegheny","55.27","78.52","86.68","80.13","79.93","2 out of 10","0 out of 9","2 out of 10","57.39","80.44","88.51","81.50","80.30","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","61.15","59.68","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","52.04","51.13","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","63.42","61.90","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","56.71","55.89","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","88.73","88.29","4 out of 10","0 out of 9","4 out of 10","37.67","70.23","84.58","70.99","70.74","1 out of 10","0 out of 9","1 out of 10","7","12"
"100126","PALMS OF PASADENA HOSPITAL","1501 PASADENA AVE S","SAINT PETERSBURG","FL","33707","Pinellas","55.27","78.52","86.68","68.25","75.58","0 out of 10","3 out of 9","3 out of 10","57.39","80.44","88.51","77.04","77.56","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","54.92","61.22","0 out of 10","2 out of 9","2 out of 10","25.21","51.45","62.44","44.43","48.53","0 out of 10","2 out of 9","2 out of 10","43.43","63.37","73.66","55.08","63.91","1 out of 10","4 out of 9","4 out of 10","40.05","65.60","79.00","57.60","59.89","0 out of 10","1 out of 9","1 out of 10","62.25","86.60","91.63","82.02","84.37","0 out of 10","2 out of 9","2 out of 10","37.67","70.23","84.58","55.92","64.27","0 out of 10","2 out of 9","2 out of 10","16","15"
"310119","UNIVERSITY HOSPITAL","150 BERGEN ST","NEWARK","NJ","07101","Essex","55.27","78.52","86.68","69.23","65.50","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","77.76","75.49","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","49.18","47.71","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","45.95","42.17","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","52.98","51.13","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","56.35","52.55","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","80.45","78.20","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","56.95","52.88","0 out of 10","0 out of 9","0 out of 10","0","6"
"420079","TRIDENT MEDICAL CENTER","9330 MEDICAL PLAZA DR","CHARLESTON","SC","29406","Charleston","55.27","78.52","86.68","76.11","75.22","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","80.29","79.50","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","60.71","60.22","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","48.69","46.74","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","61.45","62.52","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","61.67","58.52","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","85.90","85.08","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","65.28","63.89","0 out of 10","0 out of 9","0 out of 10","0","14"
"200031","CARY MEDICAL CENTER","163 VAN BUREN RD, SUITE 1","CARIBOU","ME","04736","Aroostook","55.27","78.52","86.68","83.06","85.20","8 out of 10","5 out of 9","8 out of 10","57.39","80.44","88.51","82.45","86.15","7 out of 10","6 out of 9","7 out of 10","38.40","65.08","80.35","77.06","75.66","7 out of 10","0 out of 9","7 out of 10","25.21","51.45","62.44","57.48","65.35","10 out of 10","9 out of 9","10 out of 10","43.43","63.37","73.66","67.59","71.11","7 out of 10","5 out of 9","7 out of 10","40.05","65.60","79.00","66.97","64.56","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","90.05","89.86","6 out of 10","0 out of 9","6 out of 10","37.67","70.23","84.58","77.04","77.62","5 out of 10","0 out of 9","5 out of 10","50","19"
"170133","SAINT LUKE'S CUSHING HOSPITAL","711 MARSHALL STREET","LEAVENWORTH","KS","66048","Leavenworth","55.27","78.52","86.68","78.98","83.02","5 out of 10","5 out of 9","5 out of 10","57.39","80.44","88.51","79.72","77.97","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","66.72","73.38","5 out of 10","4 out of 9","5 out of 10","25.21","51.45","62.44","52.56","54.64","3 out of 10","2 out of 9","3 out of 10","43.43","63.37","73.66","64.20","66.43","3 out of 10","2 out of 9","3 out of 10","40.05","65.60","79.00","66.94","66.83","1 out of 10","0 out of 9","1 out of 10","62.25","86.60","91.63","89.92","89.29","5 out of 10","0 out of 9","5 out of 10","37.67","70.23","84.58","66.59","74.57","3 out of 10","4 out of 9","4 out of 10","26","17"
"290019","CARSON TAHOE REGIONAL MEDICAL CENTER","1600 MEDICAL PARKWAY","CARSON CITY","NV","89703","Carson City","55.27","78.52","86.68","71.28","75.11","0 out of 10","2 out of 9","2 out of 10","57.39","80.44","88.51","76.19","75.12","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","54.00","58.77","0 out of 10","1 out of 9","1 out of 10","25.21","51.45","62.44","44.57","46.26","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","61.56","60.09","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","68.70","63.50","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","85.71","86.60","0 out of 10","1 out of 9","1 out of 10","37.67","70.23","84.58","71.23","69.61","0 out of 10","0 out of 9","0 out of 10","4","15"
"190116","MOREHOUSE GENERAL HOSPITAL","323 W WALNUT","BASTROP","LA","71220","Morehouse","55.27","78.52","86.68","80.26","75.62","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","86.96","88.50","9 out of 10","9 out of 9","9 out of 10","38.40","65.08","80.35","70.92","70.13","3 out of 10","0 out of 9","3 out of 10","25.21","51.45","62.44","48.65","47.34","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","62.33","64.32","1 out of 10","1 out of 9","1 out of 10","40.05","65.60","79.00","75.63","72.20","5 out of 10","0 out of 9","5 out of 10","62.25","86.60","91.63","82.29","80.08","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","67.51","66.28","0 out of 10","0 out of 9","0 out of 10","18","14"
"500024","PROVIDENCE ST PETER HOSPITAL","413 LILLY ROAD NE","OLYMPIA","WA","98506","Thurston","55.27","78.52","86.68","77.87","79.30","1 out of 10","1 out of 9","1 out of 10","57.39","80.44","88.51","78.71","79.88","0 out of 10","1 out of 9","1 out of 10","38.40","65.08","80.35","65.20","64.78","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","52.42","51.64","1 out of 10","0 out of 9","1 out of 10","43.43","63.37","73.66","62.04","63.95","1 out of 10","1 out of 9","1 out of 10","40.05","65.60","79.00","61.98","62.09","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","87.90","88.49","4 out of 10","1 out of 9","4 out of 10","37.67","70.23","84.58","73.49","73.79","3 out of 10","0 out of 9","3 out of 10","11","17"
"450039","JPS HEALTH NETWORK","1500 S MAIN ST","FORT WORTH","TX","76104","Tarrant","55.27","78.52","86.68","74.28","76.53","0 out of 10","1 out of 9","1 out of 10","57.39","80.44","88.51","72.87","78.84","0 out of 10","3 out of 9","3 out of 10","38.40","65.08","80.35","62.31","61.19","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","50.15","41.07","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","60.56","64.35","1 out of 10","2 out of 9","2 out of 10","40.05","65.60","79.00","60.15","60.60","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","85.08","87.99","3 out of 10","4 out of 9","4 out of 10","37.67","70.23","84.58","66.31","72.23","2 out of 10","3 out of 9","3 out of 10","13","12"
"490120","CHESAPEAKE GENERAL HOSPITAL","736 BATTLEFIELD BLVD, NORTH","CHESAPEAKE","VA","23320","Chesapeake City","55.27","78.52","86.68","77.43","75.49","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","81.92","78.26","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","63.16","62.51","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","50.90","48.56","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","64.55","59.58","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","64.96","61.90","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","88.55","85.48","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","68.92","68.00","0 out of 10","0 out of 9","0 out of 10","0","16"
"360218","LICKING MEMORIAL HOSPITAL","1320 WEST MAIN STREET","NEWARK","OH","43055","Licking","55.27","78.52","86.68","79.01","80.90","3 out of 10","2 out of 9","3 out of 10","57.39","80.44","88.51","77.40","76.93","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","67.40","68.90","3 out of 10","1 out of 9","3 out of 10","25.21","51.45","62.44","50.99","51.78","1 out of 10","0 out of 9","1 out of 10","43.43","63.37","73.66","64.25","63.58","1 out of 10","0 out of 9","1 out of 10","40.05","65.60","79.00","62.73","62.92","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","85.96","86.42","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","67.04","70.47","1 out of 10","1 out of 9","1 out of 10","9","16"
"010144","SPRINGHILL MEMORIAL HOSPITAL","3719 DAUPHIN STREET","MOBILE","AL","36608","Mobile","55.27","78.52","86.68","79.87","79.62","2 out of 10","0 out of 9","2 out of 10","57.39","80.44","88.51","84.51","82.82","3 out of 10","0 out of 9","3 out of 10","38.40","65.08","80.35","66.23","67.05","2 out of 10","0 out of 9","2 out of 10","25.21","51.45","62.44","53.47","50.89","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","64.59","65.26","2 out of 10","0 out of 9","2 out of 10","40.05","65.60","79.00","66.56","68.57","2 out of 10","1 out of 9","2 out of 10","62.25","86.60","91.63","88.04","88.43","4 out of 10","1 out of 9","4 out of 10","37.67","70.23","84.58","74.99","76.16","4 out of 10","1 out of 9","4 out of 10","19","19"
"450653","SCENIC MOUNTAIN MEDICAL CENTER","1601 W 11TH PLACE","BIG SPRING","TX","79720","Howard","55.27","78.52","86.68","72.20","77.51","0 out of 10","3 out of 9","3 out of 10","57.39","80.44","88.51","81.59","82.17","2 out of 10","0 out of 9","2 out of 10","38.40","65.08","80.35","63.46","70.41","4 out of 10","4 out of 9","4 out of 10","25.21","51.45","62.44","46.35","44.73","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","58.32","69.49","6 out of 10","7 out of 9","7 out of 10","40.05","65.60","79.00","63.00","64.01","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","85.17","86.70","1 out of 10","2 out of 9","2 out of 10","37.67","70.23","84.58","56.49","66.55","0 out of 10","3 out of 9","3 out of 10","21","14"
"440050","TAKOMA REGIONAL HOSPITAL","401 TAKOMA AVE","GREENEVILLE","TN","37743","Greene","55.27","78.52","86.68","80.32","80.66","3 out of 10","0 out of 9","3 out of 10","57.39","80.44","88.51","76.79","77.87","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","69.92","68.68","3 out of 10","0 out of 9","3 out of 10","25.21","51.45","62.44","54.05","56.31","4 out of 10","2 out of 9","4 out of 10","43.43","63.37","73.66","61.33","61.99","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","72.41","71.11","4 out of 10","0 out of 9","4 out of 10","62.25","86.60","91.63","85.38","87.80","3 out of 10","3 out of 9","3 out of 10","37.67","70.23","84.58","76.27","74.66","3 out of 10","0 out of 9","3 out of 10","20","17"
"500016","CENTRAL WASHINGTON HOSPITAL","1201 SOUTH MILLER STREET","WENATCHEE","WA","98807","Chelan","55.27","78.52","86.68","78.63","78.75","1 out of 10","0 out of 9","1 out of 10","57.39","80.44","88.51","83.65","85.40","6 out of 10","3 out of 9","6 out of 10","38.40","65.08","80.35","67.49","66.18","1 out of 10","0 out of 9","1 out of 10","25.21","51.45","62.44","53.95","54.06","3 out of 10","0 out of 9","3 out of 10","43.43","63.37","73.66","64.09","65.67","3 out of 10","1 out of 9","3 out of 10","40.05","65.60","79.00","68.01","69.62","3 out of 10","1 out of 9","3 out of 10","62.25","86.60","91.63","90.86","90.17","7 out of 10","0 out of 9","7 out of 10","37.67","70.23","84.58","75.06","76.65","5 out of 10","1 out of 9","5 out of 10","29","20"
"150091","PARKVIEW HUNTINGTON HOSPITAL","2001 STULTS RD","HUNTINGTON","IN","46750","Huntington","55.27","78.52","86.68","86.09","87.62","10 out of 10","9 out of 9","10 out of 10","57.39","80.44","88.51","84.05","86.20","7 out of 10","4 out of 9","7 out of 10","38.40","65.08","80.35","77.57","79.27","9 out of 10","6 out of 9","9 out of 10","25.21","51.45","62.44","59.40","62.21","9 out of 10","9 out of 9","9 out of 10","43.43","63.37","73.66","72.58","72.44","8 out of 10","0 out of 9","8 out of 10","40.05","65.60","79.00","72.95","77.55","9 out of 10","7 out of 9","9 out of 10","62.25","86.60","91.63","90.65","94.79","10 out of 10","9 out of 9","10 out of 10","37.67","70.23","84.58","82.02","85.46","10 out of 10","9 out of 9","10 out of 10","72","20"
"510062","BECKLEY ARH HOSPITAL","306 STANAFORD ROAD","BECKLEY","WV","25801","Raleigh","55.27","78.52","86.68","71.73","74.79","0 out of 10","2 out of 9","2 out of 10","57.39","80.44","88.51","77.31","77.39","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","57.31","59.79","0 out of 10","1 out of 9","1 out of 10","25.21","51.45","62.44","44.30","45.54","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","57.16","62.61","0 out of 10","3 out of 9","3 out of 10","40.05","65.60","79.00","63.60","60.31","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","85.25","85.41","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","63.86","65.61","0 out of 10","0 out of 9","0 out of 10","6","15"
