Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,MORT-30-AMI Achievement Threshold,MORT-30-AMI Benchmark,MORT-30-AMI Baseline Rate,MORT-30-AMI Performance Rate,MORT-30-AMI Achievement Points,MORT-30-AMI Improvement Points,MORT-30-AMI Measure Score,MORT-30-HF Achievement Threshold,MORT-30-HF Benchmark,MORT-30-HF Baseline Rate,MORT-30-HF Performance Rate,MORT-30-HF Achievement Points,MORT-30-HF Improvement Points,MORT-30-HF Measure Score,MORT-30-PN Achievement Threshold,MORT-30-PN Benchmark,MORT-30-PN Baseline Rate,MORT-30-PN Performance Rate,MORT-30-PN Achievement Points,MORT-30-PN Improvement Points,MORT-30-PN Measure Score
"250061","YALOBUSHA GENERAL HOSPITAL","630 SOUTH MAIN STREET","WATER VALLEY","MS","38965","Yalobusha","0.850916","0.873053","Not Available","0.862915","Not Available","Not Available","Not Available","0.883421","0.907656","0.893010","0.880916","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.887382","0.879596","0 out of 10","0 out of 9","0 out of 10"
"250067","CLAY COUNTY MEDICAL CENTER","150 MEDICAL CENTER DR","WEST POINT","MS","39773","Clay","0.850916","0.873053","0.844397","0.865611","Not Available","Not Available","Not Available","0.883421","0.907656","0.891988","0.893149","4 out of 10","0 out of 9","4 out of 10","0.882860","0.907900","0.881598","0.874911","0 out of 10","0 out of 9","0 out of 10"
"250069","RUSH FOUNDATION HOSPITAL","1314 19TH AVE","MERIDIAN","MS","39301","Lauderdale","0.850916","0.873053","0.864702","0.853102","1 out of 10","0 out of 9","1 out of 10","0.883421","0.907656","0.889021","0.874257","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.844226","0.847101","0 out of 10","0 out of 9","0 out of 10"
"250072","MERIT HEALTH CENTRAL","1850 CHADWICK DR","JACKSON","MS","39204","Hinds","0.850916","0.873053","0.855421","0.857426","3 out of 10","1 out of 9","3 out of 10","0.883421","0.907656","0.894543","0.890428","3 out of 10","0 out of 9","3 out of 10","0.882860","0.907900","0.893907","0.877049","0 out of 10","0 out of 9","0 out of 10"
"250077","WAYNE GENERAL HOSPITAL","950 MATTHEW DR","WAYNESBORO","MS","39367","Wayne","0.850916","0.873053","0.854338","0.866335","Not Available","Not Available","Not Available","0.883421","0.907656","0.880324","0.865986","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.889314","0.870928","0 out of 10","0 out of 9","0 out of 10"
"250078","FORREST GENERAL HOSPITAL","6051 US HIGHWAY 49","HATTIESBURG","MS","39404","Forrest","0.850916","0.873053","0.835300","0.874473","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.879433","0.875076","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.878979","0.867552","0 out of 10","0 out of 9","0 out of 10"
"250082","DELTA REGIONAL MEDICAL CENTER","1400 E UNION ST","GREENVILLE","MS","38704","Washington","0.850916","0.873053","0.838270","0.874936","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.883848","0.884693","1 out of 10","0 out of 9","1 out of 10","0.882860","0.907900","0.866684","0.867201","0 out of 10","0 out of 9","0 out of 10"
"250084","MERIT HEALTH NATCHEZ","52 SERGEANT PRENTISS DRIVE","NATCHEZ","MS","39120","Adams","0.850916","0.873053","0.823814","0.849343","0 out of 10","5 out of 9","5 out of 10","0.883421","0.907656","0.872292","0.864760","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.861511","0.875642","0 out of 10","3 out of 9","3 out of 10"
"250085","MARION GENERAL HOSPITAL","1560 SUMRALL RD","COLUMBIA","MS","39429","Marion","0.850916","0.873053","0.847302","0.864401","Not Available","Not Available","Not Available","0.883421","0.907656","0.885289","0.903675","8 out of 10","8 out of 9","8 out of 10","0.882860","0.907900","0.845652","0.855257","0 out of 10","1 out of 9","1 out of 10"
"250093","BOLIVAR MEDICAL CENTER","901 E SUNFLOWER RD","CLEVELAND","MS","38732","Bolivar","0.850916","0.873053","0.826589","0.864362","Not Available","Not Available","Not Available","0.883421","0.907656","0.839659","0.869045","0 out of 10","4 out of 9","4 out of 10","0.882860","0.907900","0.822788","0.864612","0 out of 10","4 out of 9","4 out of 10"
"250094","MERIT HEALTH WESLEY","5001 W HARDY ST","HATTIESBURG","MS","39402","Lamar","0.850916","0.873053","0.857039","0.866184","7 out of 10","5 out of 9","7 out of 10","0.883421","0.907656","0.891538","0.868146","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.876385","0.882145","0 out of 10","1 out of 9","1 out of 10"
"250095","SOUTH SUNFLOWER COUNTY HOSPITAL","121 E BAKER ST","INDIANOLA","MS","38751","Sunflower","0.850916","0.873053","0.842639","0.869363","Not Available","Not Available","Not Available","0.883421","0.907656","0.892744","0.889508","3 out of 10","0 out of 9","3 out of 10","0.882860","0.907900","0.868471","0.895725","5 out of 10","6 out of 9","6 out of 10"
"250096","MERIT HEALTH RANKIN","350 CROSSGATES BLVD","BRANDON","MS","39042","Rankin","0.850916","0.873053","0.848418","0.859367","Not Available","Not Available","Not Available","0.883421","0.907656","0.880140","0.904743","8 out of 10","8 out of 9","8 out of 10","0.882860","0.907900","0.877936","0.893955","4 out of 10","5 out of 9","5 out of 10"
"250097","SOUTHWEST MS REGIONAL MEDICAL CENTER","215 MARION AV BOX 1307","MCCOMB","MS","39649","Pike","0.850916","0.873053","0.841809","0.876172","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.879964","0.876700","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.866871","0.863542","0 out of 10","0 out of 9","0 out of 10"
"250099","GREENWOOD LEFLORE HOSPITAL","1401 RIVER RD / PO BOX 1410","GREENWOOD","MS","38930","Leflore","0.850916","0.873053","0.838901","0.853858","2 out of 10","4 out of 9","4 out of 10","0.883421","0.907656","0.885874","0.874205","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.890267","0.883280","1 out of 10","0 out of 9","1 out of 10"
"250100","BAPTIST MEM HOSP/ GOLDEN TRIANGLE INC","2520 5TH ST N","COLUMBUS","MS","39701","Lowndes","0.850916","0.873053","0.849514","0.851079","1 out of 10","0 out of 9","1 out of 10","0.883421","0.907656","0.838056","0.842650","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.846212","0.845406","0 out of 10","0 out of 9","0 out of 10"
"250102","MISSISSIPPI BAPTIST MEDICAL CENTER","1225 N STATE ST","JACKSON","MS","39202","Hinds","0.850916","0.873053","0.840099","0.864659","6 out of 10","7 out of 9","7 out of 10","0.883421","0.907656","0.872086","0.875956","0 out of 10","1 out of 9","1 out of 10","0.882860","0.907900","0.851252","0.894250","5 out of 10","7 out of 9","7 out of 10"
"250104","ANDERSON REGIONAL MEDICAL CTR","2124 14 ST","MERIDIAN","MS","39301","Lauderdale","0.850916","0.873053","0.839747","0.866210","7 out of 10","7 out of 9","7 out of 10","0.883421","0.907656","0.860948","0.890846","3 out of 10","6 out of 9","6 out of 10","0.882860","0.907900","0.878265","0.876814","0 out of 10","0 out of 9","0 out of 10"
"250117","HIGHLAND COMMUNITY  HOSPITAL","130 HIGHLAND PKWY","PICAYUNE","MS","39466","Pearl River","0.850916","0.873053","0.847089","0.856034","Not Available","Not Available","Not Available","0.883421","0.907656","0.882963","0.879646","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.857282","0.882689","0 out of 10","5 out of 9","5 out of 10"
"250123","GARDEN PARK MEDICAL CENTER","15200 COMMUNITY ROAD","GULFPORT","MS","39503","Harrison","0.850916","0.873053","0.832671","0.856642","Not Available","Not Available","Not Available","0.883421","0.907656","0.886908","0.853123","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.869292","0.894074","5 out of 10","6 out of 9","6 out of 10"
"250124","MAGEE GENERAL HOSPITAL","300 3RD AVE SE","MAGEE","MS","39111","Simpson","0.850916","0.873053","0.846187","0.868317","Not Available","Not Available","Not Available","0.883421","0.907656","0.883850","0.868637","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.866601","0.879870","0 out of 10","3 out of 9","3 out of 10"
"250126","NORTH OAK REGIONAL MEDICAL CENTER","401 GETWELL DR","SENATOBIA","MS","38668","Tate","0.850916","0.873053","0.847503","0.868267","Not Available","Not Available","Not Available","0.883421","0.907656","0.889910","0.878420","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.893215","0.894206","5 out of 10","0 out of 9","5 out of 10"
"250128","PANOLA MEDICAL CENTER","303 MEDICAL CENTER DRIVE","BATESVILLE","MS","38606","Panola","0.850916","0.873053","0.845539","0.866713","Not Available","Not Available","Not Available","0.883421","0.907656","0.883641","0.881639","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.878886","0.897866","6 out of 10","6 out of 9","6 out of 10"
"250138","MERIT HEALTH RIVER OAKS","1030 RIVER OAKS DRIVE","FLOWOOD","MS","39232","Rankin","0.850916","0.873053","0.837882","0.870050","Not Available","Not Available","Not Available","0.883421","0.907656","0.888740","0.865739","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.892875","0.872816","0 out of 10","0 out of 9","0 out of 10"
"250141","BAPTIST MEMORIAL HOSPITAL DESOTO","7601 SOUTHCREST PARKWAY","SOUTHAVEN","MS","38671","DeSoto","0.850916","0.873053","0.860234","0.852811","1 out of 10","0 out of 9","1 out of 10","0.883421","0.907656","0.872616","0.882751","0 out of 10","2 out of 9","2 out of 10","0.882860","0.907900","0.880994","0.891322","4 out of 10","3 out of 9","4 out of 10"
"250162","HANCOCK MEDICAL CENTER","149 DRINKWATER BLVD","BAY SAINT LOUIS","MS","39521","Hancock","0.850916","0.873053","0.845461","0.866668","Not Available","Not Available","Not Available","0.883421","0.907656","0.880451","0.890979","3 out of 10","3 out of 9","3 out of 10","0.882860","0.907900","0.894304","0.905292","9 out of 10","8 out of 9","9 out of 10"
"250167","METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL","4250 BETHEL ROAD","OLIVE BRANCH","MS","38654","DeSoto","0.850916","0.873053","Not Available","0.852985","Not Available","Not Available","Not Available","0.883421","0.907656","Not Available","0.870898","0 out of 10","Not Available","0 out of 10","0.882860","0.907900","Not Available","0.884130","1 out of 10","Not Available","1 out of 10"
"250168","UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA","960 AVENT DRIVE","GRENADA","MS","38901","Grenada","0.850916","0.873053","Not Available","0.867439","7 out of 10","Not Available","7 out of 10","0.883421","0.907656","Not Available","0.860560","0 out of 10","Not Available","0 out of 10","0.882860","0.907900","Not Available","0.857184","0 out of 10","Not Available","0 out of 10"
"260001","MERCY HOSPITAL JOPLIN","100 MERCY WAY","JOPLIN","MO","64804","Jasper","0.850916","0.873053","0.853411","0.843694","0 out of 10","0 out of 9","0 out of 10","0.883421","0.907656","0.870751","0.860360","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.851700","0.887729","2 out of 10","6 out of 9","6 out of 10"
"260005","SSM HEALTH ST JOSEPH HOSPITAL-ST CHARLES","300 1ST CAPITOL DR","SAINT CHARLES","MO","63301","Saint Charles","0.850916","0.873053","0.846222","0.872049","9 out of 10","9 out of 9","9 out of 10","0.883421","0.907656","0.870694","0.874161","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.863874","0.867551","0 out of 10","0 out of 9","0 out of 10"
"260006","MOSAIC LIFE CARE AT ST JOSEPH","5325 FARAON STREET","SAINT JOSEPH","MO","64506","Buchanan","0.850916","0.873053","0.835726","0.885398","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.876908","0.884426","1 out of 10","2 out of 9","2 out of 10","0.882860","0.907900","0.909268","0.913629","10 out of 10","9 out of 9","10 out of 10"
"260009","BOTHWELL REGIONAL HEALTH CENTER","601 E 14TH ST","SEDALIA","MO","65302","Pettis","0.850916","0.873053","0.843517","0.863142","5 out of 10","6 out of 9","6 out of 10","0.883421","0.907656","0.892348","0.893597","4 out of 10","0 out of 9","4 out of 10","0.882860","0.907900","0.864998","0.882440","0 out of 10","4 out of 9","4 out of 10"
"260011","SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY","2505 MISSION DRIVE","JEFFERSON CITY","MO","65109","Cole","0.850916","0.873053","0.834495","0.861089","5 out of 10","6 out of 9","6 out of 10","0.883421","0.907656","0.870314","0.877704","0 out of 10","1 out of 9","1 out of 10","0.882860","0.907900","0.887116","0.879665","0 out of 10","0 out of 9","0 out of 10"
"260015","TWIN RIVERS REGIONAL MEDICAL CENTER","1301 FIRST ST","KENNETT","MO","63857","Dunklin","0.850916","0.873053","0.847832","0.865916","7 out of 10","7 out of 9","7 out of 10","0.883421","0.907656","0.857870","0.874487","0 out of 10","3 out of 9","3 out of 10","0.882860","0.907900","0.885298","0.874633","0 out of 10","0 out of 9","0 out of 10"
"260017","PHELPS COUNTY REGIONAL MEDICAL CENTER","1000 W 10TH ST","ROLLA","MO","65401","Phelps","0.850916","0.873053","0.861239","0.851503","1 out of 10","0 out of 9","1 out of 10","0.883421","0.907656","0.868377","0.842177","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.880399","0.877898","0 out of 10","0 out of 9","0 out of 10"
"260020","MERCY HOSPITAL ST LOUIS","615 NEW BALLAS ROAD","SAINT LOUIS","MO","63141","Saint Louis","0.850916","0.873053","0.846051","0.865549","6 out of 10","7 out of 9","7 out of 10","0.883421","0.907656","0.893910","0.902162","7 out of 10","6 out of 9","7 out of 10","0.882860","0.907900","0.885902","0.904488","8 out of 10","8 out of 9","8 out of 10"
"260022","NORTHEAST REGIONAL MEDICAL CENTER","315 S OSTEOPATHY","KIRKSVILLE","MO","63501","Adair","0.850916","0.873053","0.846913","0.881805","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.872089","0.860172","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.894851","0.896329","5 out of 10","1 out of 9","5 out of 10"
"260023","MERCY HOSPITAL JEFFERSON","1400 HIGHWAY 61 SOUTH","CRYSTAL CITY","MO","63019","Jefferson","0.850916","0.873053","0.865613","0.863493","6 out of 10","0 out of 9","6 out of 10","0.883421","0.907656","0.894659","0.892412","4 out of 10","0 out of 9","4 out of 10","0.882860","0.907900","0.887172","0.869189","0 out of 10","0 out of 9","0 out of 10"
"260024","TEXAS COUNTY MEMORIAL HOSPITAL","1333 SAM HOUSTON BOULEVARD","HOUSTON","MO","65483","Texas","0.850916","0.873053","0.846850","0.864364","Not Available","Not Available","Not Available","0.883421","0.907656","0.886473","0.872225","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.879448","0.906090","9 out of 10","9 out of 9","9 out of 10"
"260025","HANNIBAL REGIONAL HOSPITAL","6000 HOSPITAL DR","HANNIBAL","MO","63401","Marion","0.850916","0.873053","0.864107","0.880000","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.878759","0.887399","2 out of 10","2 out of 9","2 out of 10","0.882860","0.907900","0.875038","0.879817","0 out of 10","1 out of 9","1 out of 10"
"260027","RESEARCH MEDICAL CENTER","2316 E MEYER BLVD","KANSAS CITY","MO","64132","Jackson","0.850916","0.873053","0.843214","0.864611","6 out of 10","7 out of 9","7 out of 10","0.883421","0.907656","0.880370","0.876907","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.870434","0.903470","8 out of 10","8 out of 9","8 out of 10"
"260032","BARNES JEWISH HOSPITAL","ONE BARNES-JEWISH HOSPITAL PLAZA","SAINT LOUIS","MO","63110","Saint Louis City","0.850916","0.873053","0.862135","0.874008","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.885371","0.879021","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.871347","0.897548","6 out of 10","7 out of 9","7 out of 10"
"260034","BATES COUNTY MEMORIAL HOSPITAL","615 W NURSERY ST","BUTLER","MO","64730","Bates","0.850916","0.873053","0.846108","0.865604","Not Available","Not Available","Not Available","0.883421","0.907656","0.882008","0.884299","1 out of 10","0 out of 9","1 out of 10","0.882860","0.907900","0.904656","0.854655","0 out of 10","0 out of 9","0 out of 10"
"260040","COX MEDICAL CENTERS","3801 SOUTH NATIONAL AVENUE","SPRINGFIELD","MO","65807","Greene","0.850916","0.873053","0.832801","0.859651","4 out of 10","6 out of 9","6 out of 10","0.883421","0.907656","0.872022","0.872359","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.891204","0.878681","0 out of 10","0 out of 9","0 out of 10"
"260047","CAPITAL REGION MEDICAL CENTER","1125 MADISON ST","JEFFERSON CITY","MO","65102","Cole","0.850916","0.873053","0.837055","0.857933","3 out of 10","5 out of 9","5 out of 10","0.883421","0.907656","0.859522","0.851966","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.900194","0.883045","1 out of 10","0 out of 9","1 out of 10"
"260048","TRUMAN MEDICAL CENTER HOSPITAL HILL","2301 HOLMES STREET","KANSAS CITY","MO","64108","Jackson","0.850916","0.873053","0.854426","0.842826","0 out of 10","Not Available","0 out of 10","0.883421","0.907656","0.880562","0.879005","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.883762","0.898534","6 out of 10","6 out of 9","6 out of 10"
"260050","SSM HEALTH ST FRANCIS HOSPITAL - MARYVILLE","2016 SOUTH MAIN ST","MARYVILLE","MO","64468","Nodaway","0.850916","0.873053","0.858572","0.863365","Not Available","Not Available","Not Available","0.883421","0.907656","0.873310","0.868772","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.867607","0.893955","4 out of 10","6 out of 9","6 out of 10"
"260052","MERCY HOSPITAL WASHINGTON","901 EAST 5TH STREET","WASHINGTON","MO","63090","Franklin","0.850916","0.873053","0.848111","0.872572","9 out of 10","9 out of 9","9 out of 10","0.883421","0.907656","0.866832","0.887342","2 out of 10","5 out of 9","5 out of 10","0.882860","0.907900","0.872263","0.869691","0 out of 10","0 out of 9","0 out of 10"
"260057","CAMERON REGIONAL MEDICAL CENTER","1600 E EVERGREEN","CAMERON","MO","64429","Clinton","0.850916","0.873053","0.847306","0.864133","6 out of 10","Not Available","6 out of 10","0.883421","0.907656","0.870865","0.856339","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.829606","0.861436","0 out of 10","4 out of 9","4 out of 10"
"260059","MERCY HOSPITAL LEBANON","100 HOSPITAL DRIVE","LEBANON","MO","65536","Laclede","0.850916","0.873053","0.846056","0.868569","Not Available","Not Available","Not Available","0.883421","0.907656","0.842455","0.880884","0 out of 10","5 out of 9","5 out of 10","0.882860","0.907900","0.883050","0.886405","2 out of 10","1 out of 9","2 out of 10"
"260061","NEVADA REGIONAL MEDICAL CENTER","800 S ASH ST","NEVADA","MO","64772","Vernon","0.850916","0.873053","0.840100","0.856252","Not Available","Not Available","Not Available","0.883421","0.907656","0.871192","0.877953","0 out of 10","1 out of 9","1 out of 10","0.882860","0.907900","0.844270","0.883486","1 out of 10","6 out of 9","6 out of 10"
"260062","SAINT LUKES NORTH HOSPITAL","5830 N W BARRY ROAD","KANSAS CITY","MO","64154","Platte","0.850916","0.873053","0.866486","0.872225","9 out of 10","8 out of 9","9 out of 10","0.883421","0.907656","0.883443","0.881807","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.862958","0.908573","10 out of 10","9 out of 9","10 out of 10"
"260064","SSM HEALTH ST. MARY'S HOSPITAL-AUDRAIN","620 E MONROE","MEXICO","MO","65265","Audrain","0.850916","0.873053","0.858613","0.870719","9 out of 10","8 out of 9","9 out of 10","0.883421","0.907656","0.881047","0.879961","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.890042","0.901385","7 out of 10","6 out of 9","7 out of 10"
"260065","MERCY HOSPITAL SPRINGFIELD","1235 E CHEROKEE","SPRINGFIELD","MO","65804","Greene","0.850916","0.873053","0.861026","0.858577","4 out of 10","0 out of 9","4 out of 10","0.883421","0.907656","0.849957","0.876540","0 out of 10","4 out of 9","4 out of 10","0.882860","0.907900","0.852072","0.876125","0 out of 10","4 out of 9","4 out of 10"
"260068","BOONE HOSPITAL CENTER","1600 E BROADWAY","COLUMBIA","MO","65201","Boone","0.850916","0.873053","0.874925","0.856712","3 out of 10","0 out of 9","3 out of 10","0.883421","0.907656","0.889257","0.889625","3 out of 10","0 out of 9","3 out of 10","0.882860","0.907900","0.886301","0.871681","0 out of 10","0 out of 9","0 out of 10"
"260070","PEMISCOT COUNTY MEMORIAL HOSPITAL","946 EAST REED","HAYTI","MO","63851","Pemiscot","0.850916","0.873053","0.846142","0.861692","Not Available","Not Available","Not Available","0.883421","0.907656","0.874727","0.879627","0 out of 10","1 out of 9","1 out of 10","0.882860","0.907900","0.888808","0.879484","0 out of 10","0 out of 9","0 out of 10"
"260074","MOBERLY REGIONAL MEDICAL CENTER","1515 UNION AVE","MOBERLY","MO","65270","Randolph","0.850916","0.873053","0.853569","0.864234","6 out of 10","5 out of 9","6 out of 10","0.883421","0.907656","0.893556","0.861549","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.884507","0.895841","5 out of 10","4 out of 9","5 out of 10"
"260077","ST ANTHONY'S MEDICAL CENTER","10010 KENNERLY ROAD","SAINT LOUIS","MO","63128","Saint Louis","0.850916","0.873053","0.839526","0.866581","7 out of 10","8 out of 9","8 out of 10","0.883421","0.907656","0.873939","0.875595","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.873102","0.879169","0 out of 10","1 out of 9","1 out of 10"
"260078","OZARKS MEDICAL CENTER","1100 KENTUCKY AVE","WEST PLAINS","MO","65775","Howell","0.850916","0.873053","0.855911","0.850288","0 out of 10","0 out of 9","0 out of 10","0.883421","0.907656","0.865153","0.849550","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.852017","0.850267","0 out of 10","0 out of 9","0 out of 10"
"260081","SSM HEALTH ST CLARE HOSPITAL - FENTON","1015 BOWLES","FENTON","MO","63026","Saint Louis","0.850916","0.873053","0.860580","0.873691","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.874547","0.881281","0 out of 10","2 out of 9","2 out of 10","0.882860","0.907900","0.877532","0.898896","6 out of 10","7 out of 9","7 out of 10"
"260085","ST JOSEPH MEDICAL CENTER","1000 CARONDELET DR","KANSAS CITY","MO","64114","Jackson","0.850916","0.873053","0.846315","0.877216","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.867984","0.889876","3 out of 10","5 out of 9","5 out of 10","0.882860","0.907900","0.867604","0.910120","10 out of 10","9 out of 9","10 out of 10"
"260091","SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS","6420 CLAYTON RD","RICHMOND HEIGHTS","MO","63117","Saint Louis","0.850916","0.873053","0.858359","0.867640","7 out of 10","6 out of 9","7 out of 10","0.883421","0.907656","0.904627","0.895635","5 out of 10","0 out of 9","5 out of 10","0.882860","0.907900","0.886650","0.899160","6 out of 10","5 out of 9","6 out of 10"
"260094","COX MEDICAL CENTER BRANSON","525 BRANSON LANDING BLVD, PO BOX 650","BRANSON","MO","65615","Taney","0.850916","0.873053","0.864137","0.871749","9 out of 10","8 out of 9","9 out of 10","0.883421","0.907656","0.908573","0.886891","2 out of 10","0 out of 9","2 out of 10","0.882860","0.907900","0.909052","0.912360","10 out of 10","9 out of 9","10 out of 10"
"260095","CENTERPOINT MEDICAL CENTER","19600 EAST 39TH STREET","INDEPENDENCE","MO","64057","Jackson","0.850916","0.873053","0.847538","0.877851","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.860553","0.875471","0 out of 10","3 out of 9","3 out of 10","0.882860","0.907900","0.874136","0.870975","0 out of 10","0 out of 9","0 out of 10"
"260096","NORTH KANSAS CITY HOSPITAL","2800 CLAY EDWARDS DRIVE","NORTH KANSAS CITY","MO","64116","Clay","0.850916","0.873053","0.841733","0.864586","6 out of 10","7 out of 9","7 out of 10","0.883421","0.907656","0.905955","0.891201","3 out of 10","0 out of 9","3 out of 10","0.882860","0.907900","0.885908","0.899029","6 out of 10","5 out of 9","6 out of 10"
"260097","WESTERN MISSOURI MEDICAL CENTER","403 BURKARTH ROAD","WARRENSBURG","MO","64093","Johnson","0.850916","0.873053","0.838245","0.865531","Not Available","Not Available","Not Available","0.883421","0.907656","0.848014","0.880573","0 out of 10","5 out of 9","5 out of 10","0.882860","0.907900","0.853163","0.878520","0 out of 10","4 out of 9","4 out of 10"
"260102","TRUMAN MEDICAL CENTER LAKEWOOD","7900 LEE'S SUMMIT RD","KANSAS CITY","MO","64139","Jackson","0.850916","0.873053","Not Available","0.866233","Not Available","Not Available","Not Available","0.883421","0.907656","0.887556","0.873167","Not Available","Not Available","Not Available","0.882860","0.907900","0.860155","0.885385","Not Available","Not Available","Not Available"
"260105","SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL","3635 VISTA AVE","SAINT LOUIS","MO","63110","Saint Louis City","0.850916","0.873053","0.851856","0.860952","5 out of 10","4 out of 9","5 out of 10","0.883421","0.907656","0.892943","0.871563","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.891960","0.888768","3 out of 10","0 out of 9","3 out of 10"
"260108","MISSOURI BAPTIST MEDICAL CENTER","3015 N BALLAS RD","TOWN AND COUNTRY","MO","63131","Saint Louis","0.850916","0.873053","0.885347","0.858611","4 out of 10","0 out of 9","4 out of 10","0.883421","0.907656","0.898801","0.890691","3 out of 10","0 out of 9","3 out of 10","0.882860","0.907900","0.908930","0.900190","7 out of 10","0 out of 9","7 out of 10"
"260110","SOUTHEASTHEALTH","1701 LACEY ST","CAPE GIRARDEAU","MO","63701","Cape Girardeau","0.850916","0.873053","0.832511","0.866147","7 out of 10","8 out of 9","8 out of 10","0.883421","0.907656","0.882792","0.853210","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.874279","0.881565","0 out of 10","2 out of 9","2 out of 10"
"260113","MISSOURI DELTA MEDICAL CENTER","1008 NORTH MAIN ST","SIKESTON","MO","63801","Scott","0.850916","0.873053","0.834173","0.855099","2 out of 10","5 out of 9","5 out of 10","0.883421","0.907656","0.877663","0.882324","0 out of 10","1 out of 9","1 out of 10","0.882860","0.907900","0.870757","0.891108","3 out of 10","5 out of 9","5 out of 10"
"260119","POPLAR BLUFF REGIONAL MEDICAL CENTER","3100 OAK GROVE ROAD","POPLAR BLUFF","MO","63901","Butler","0.850916","0.873053","0.838141","0.850708","0 out of 10","3 out of 9","3 out of 10","0.883421","0.907656","0.854040","0.848834","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.874769","0.879378","0 out of 10","1 out of 9","1 out of 10"
"260137","FREEMAN HEALTH SYSTEM - FREEMAN WEST","1102 WEST 32ND STREET","JOPLIN","MO","64804","Jasper","0.850916","0.873053","0.836009","0.852999","1 out of 10","4 out of 9","4 out of 10","0.883421","0.907656","0.867880","0.874595","0 out of 10","1 out of 9","1 out of 10","0.882860","0.907900","0.870111","0.883415","1 out of 10","3 out of 9","3 out of 10"
"260138","ST LUKES HOSPITAL OF KANSAS CITY","4401 WORNALL ROAD","KANSAS CITY","MO","64111","Jackson","0.850916","0.873053","0.882926","0.881175","10 out of 10","0 out of 9","10 out of 10","0.883421","0.907656","0.903474","0.894733","5 out of 10","0 out of 9","5 out of 10","0.882860","0.907900","0.879127","0.913856","10 out of 10","9 out of 9","10 out of 10"
"260141","UNIVERSITY OF MISSOURI HEALTH CARE","ONE HOSPITAL DRIVE","COLUMBIA","MO","65212","Boone","0.850916","0.873053","0.853759","0.854868","2 out of 10","0 out of 9","2 out of 10","0.883421","0.907656","0.848163","0.883469","1 out of 10","5 out of 9","5 out of 10","0.882860","0.907900","0.837916","0.900260","7 out of 10","8 out of 9","8 out of 10"
