"Provider_Number","Hospital_Name","Address","City","State","ZIP_Code","County_Name","FUH_Measure_Description","FUH-30_%","FUH-30_Numerator","FUH-30_Denominator","FUH-30_Footnote","FUH-7_%","FUH-7_Numerator","FUH-7_Denominator","FUH-7_Footnote","FUH_Measure_Start_Date","FUH_Measure_End_Date"
"224022","BOURNEWOOD HOSPITAL","300 SOUTH STREET","BROOKLINE","MA","02467","Middlesex","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","61.75","226","366","","40.44","148","366","","07/01/2015","06/30/2016"
"224023","WESTWOOD PEMBROKE HEALTH SYSTEMS","45 CLAPBOARDTREE STREET","WESTWOOD","MA","02090","Norfolk","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","57.31","349","609","","33.00","201","609","","07/01/2015","06/30/2016"
"224028","DR JOHN C CORRIGAN MENTAL HEALTH CENTER","49 HILLSIDE STREET","FALL RIVER","MA","02720","Bristol","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","62.96","34","54","","25.93","14","54","","07/01/2015","06/30/2016"
"224031","CAPE COD & ISLANDS COMMUNITY MENTAL HEALTH CENTER","830 COUNTY ROAD","POCASSET","MA","02559","Barnstable","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","68.63","35","51","","41.18","21","51","","07/01/2015","06/30/2016"
"224032","WORCESTER RECOVERY CENTER AND HOSPITAL","309 BELMONT STREET","WORCESTER","MA","01604","Worcester","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","58.33","14","24","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"224033","BALDPATE HOSPITAL","83 BALDPATE ROAD","GEORGETOWN","MA","01833","Essex","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","42.86","36","84","","27.38","23","84","","07/01/2015","06/30/2016"
"224038","WALDEN BEHAVIORAL CARE, LLC","9 HOPE AVENUE","WALTHAM","MA","02453","Middlesex","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","60.00","33","55","","43.64","24","55","","07/01/2015","06/30/2016"
"224039","WHITTIER PAVILION","76 SUMMER STREET","HAVERHILL","MA","01830","Essex","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","62.38","335","537","","37.43","201","537","","07/01/2015","06/30/2016"
"224040","DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER","85 EAST NEWTON STREET","BOSTON","MA","02118","Suffolk","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","48.57","17","35","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"224041","SOUTHCOAST BEHAVIORAL HEALTH","581 FAUNCE CORNER ROAD","DARTMOUTH","MA","02747","Bristol","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","54.78","149","272","","26.84","73","272","","07/01/2015","06/30/2016"
"230002","ST MARY MERCY HOSPITAL","36475 FIVE MILE RD","LIVONIA","MI","48154","Wayne","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","73.73","87","118","","54.24","64","118","","07/01/2015","06/30/2016"
"230013","DOCTORS' HOSPITAL OF MICHIGAN","461 W HURON ST","PONTIAC","MI","48341","Oakland","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","49.21","31","63","","30.16","19","63","","07/01/2015","06/30/2016"
"230019","PROVIDENCE HOSP AND MED CTRS","16001 W NINE MILE RD","SOUTHFIELD","MI","48075","Oakland","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","61.59","85","138","","48.55","67","138","","07/01/2015","06/30/2016"
"230021","LAKELAND HOSPITAL, ST JOSEPH","1234 NAPIER AVE, P O BOX  410","ST. JOSEPH","MI","49085","Berrien","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","76.92","60","78","","42.31","33","78","","07/01/2015","06/30/2016"
"230024","SINAI-GRACE HOSPITAL","6071 W OUTER DR","DETROIT","MI","48235","Wayne","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","59.01","95","161","","39.75","64","161","","07/01/2015","06/30/2016"
"230029","ST JOSEPH MERCY OAKLAND","44405 WOODWARD AVENUE H-11","PONTIAC","MI","48341","Oakland","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","62.61","139","222","","45.05","100","222","","07/01/2015","06/30/2016"
"230030","MIDMICHIGAN MEDICAL CENTER-GRATIOT","300 E WARWICK DR","ALMA","MI","48801","Gratiot","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","55.07","38","69","","36.23","25","69","","07/01/2015","06/30/2016"
"230036","MIDMICHIGAN MEDICAL CENTER - ALPENA","1501 W CHISHOLM ST","ALPENA","MI","49707","Alpena","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","59.82","67","112","","41.07","46","112","","07/01/2015","06/30/2016"
"230037","HILLSDALE HOSPITAL","168 S HOWELL ST","HILLSDALE","MI","49242","Hillsdale","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","68.97","40","58","","31.03","18","58","","07/01/2015","06/30/2016"
"230041","MCLAREN BAY REGION","1900 COLUMBUS AVE","BAY CITY","MI","48708","Bay","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","80.25","126","157","","52.87","83","157","","07/01/2015","06/30/2016"
"230046","UNIVERSITY OF MICHIGAN HEALTH SYSTEM","1500 E MEDICAL CENTER DR","ANN ARBOR","MI","48109","Washtenaw","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","74.79","89","119","","49.58","59","119","","07/01/2015","06/30/2016"
"230047","HENRY FORD MACOMB HOSPITAL","15855 NINETEEN MILE RD","CLINTON TOWNSHIP","MI","48038","Macomb","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","68.78","152","221","","45.25","100","221","","07/01/2015","06/30/2016"
"230054","MARQUETTE GENERAL HOSPITAL","580 W COLLEGE AVE","MARQUETTE","MI","49855","Marquette","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","76.56","49","64","","45.31","29","64","","07/01/2015","06/30/2016"
"230059","MERCY HEALTH SAINT MARY'S","200 JEFFERSON SE","GRAND RAPIDS","MI","49503","Kent","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","60.36","303","502","","34.86","175","502","","07/01/2015","06/30/2016"
"230066","MERCY HEALTH HACKLEY CAMPUS","1700 CLINTON STREET","MUSKEGON","MI","49442","Muskegon","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","63.82","97","152","","45.39","69","152","","07/01/2015","06/30/2016"
"230072","HOLLAND COMMUNITY HOSPITAL","602 MICHIGAN AVE","HOLLAND","MI","49423","Ottawa","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","65.96","62","94","","32.98","31","94","","07/01/2015","06/30/2016"
"230075","BRONSON BATTLE CREEK HOSPITAL","300 NORTH AVE","BATTLE CREEK","MI","49016","Calhoun","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","59.65","68","114","","36.84","42","114","","07/01/2015","06/30/2016"
"230092","HENRY FORD ALLEGIANCE HEALTH","205 N EAST AVE","JACKSON","MI","49201","Jackson","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","64.00","32","50","","48.00","24","50","","07/01/2015","06/30/2016"
"230097","MUNSON MEDICAL CENTER","1105 SIXTH ST","TRAVERSE CITY","MI","49684","Grand Traverse","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","59.83","70","117","","39.32","46","117","","07/01/2015","06/30/2016"
"230099","PROMEDICA MONROE REGIONAL HOSPITAL","718 N MACOMB ST","MONROE","MI","48162","Monroe","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","52.78","57","108","","33.33","36","108","","07/01/2015","06/30/2016"
"230117","BORGESS MEDICAL CENTER","1521 GULL ROAD","KALAMAZOO","MI","49048","Kalamazoo","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","63.54","115","181","","34.25","62","181","","07/01/2015","06/30/2016"
"230121","MEMORIAL HEALTHCARE","826 WEST KING ST","OWOSSO","MI","48867","Shiawassee","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","60.96","89","146","","38.36","56","146","","07/01/2015","06/30/2016"
"230130","BEAUMONT HOSPITAL, ROYAL OAK","3601 W THIRTEEN MILE RD","ROYAL OAK","MI","48073","Oakland","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","77.63","170","219","","51.14","112","219","","07/01/2015","06/30/2016"
"230132","HURLEY MEDICAL CENTER","ONE HURLEY PLAZA HEALTH INFORMATION SERVICES","FLINT","MI","48503","Genesee","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","65.93","89","135","","40.00","54","135","","07/01/2015","06/30/2016"
"230141","MCLAREN FLINT","401 SOUTH BALLENGER HWY","FLINT","MI","48532","Genesee","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","57.99","98","169","","46.15","78","169","","07/01/2015","06/30/2016"
"230146","HENRY FORD WYANDOTTE HOSPITAL","2333 BIDDLE AVE","WYANDOTTE","MI","48192","Wayne","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","69.82","118","169","","51.48","87","169","","07/01/2015","06/30/2016"
"230151","BEAUMONT HOSPITAL - FARMINGTON HILLS","28050 GRAND RIVER","FARMINGTON HILLS","MI","48336","Oakland","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","62.75","32","51","","35.29","18","51","","07/01/2015","06/30/2016"
"230156","ST JOSEPH MERCY HOSPITAL","5301 E HURON RIVER DR","ANN ARBOR","MI","48106","Washtenaw","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","65.22","75","115","","43.48","50","115","","07/01/2015","06/30/2016"
"230165","ST JOHN HOSPITAL AND MEDICAL CENTER","22101 MOROSS RD","DETROIT","MI","48236","Wayne","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","62.91","95","151","","42.38","64","151","","07/01/2015","06/30/2016"
"230167","MCLAREN GREATER LANSING","401 W GREENLAWN AVE","LANSING","MI","48910","Ingham","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"230193","MCLAREN LAPEER REGION","1375 N MAIN ST","LAPEER","MI","48446","Lapeer","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","71.25","57","80","","41.25","33","80","","07/01/2015","06/30/2016"
"230195","ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER","11800 EAST TWELVE MILE RD","WARREN","MI","48093","Macomb","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","68.90","226","328","","42.68","140","328","","07/01/2015","06/30/2016"
"230207","MCLAREN OAKLAND","50 NORTH PERRY ST","PONTIAC","MI","48342","Oakland","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","55.70","83","149","","30.20","45","149","","07/01/2015","06/30/2016"
"230216","MCLAREN PORT HURON","1221 PINE GROVE AVE P. O. BOX 5011","PORT HURON","MI","48061","Saint Clair","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","56.93","78","137","","32.85","45","137","","07/01/2015","06/30/2016"
"230230","EDWARD W SPARROW HOSPITAL","1215 E MICHIGAN AVE","LANSING","MI","48912","Ingham","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","63.24","117","185","","37.84","70","185","","07/01/2015","06/30/2016"
"230239","CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL","500 OSBORN BLVD","SAULT STE MARIE","MI","49783","Chippewa","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","69.70","69","99","","43.43","43","99","","07/01/2015","06/30/2016"
"230254","CRITTENTON HOSPITAL MEDICAL CENTER","1101 W UNIVERSITY DRIVE","ROCHESTER","MI","48307","Oakland","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","73.00","73","100","","51.00","51","100","","07/01/2015","06/30/2016"
"230259","ST JOSEPH MERCY CHELSEA","775 S MAIN STREET","CHELSEA","MI","48118","Washtenaw","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","72.30","107","148","","51.35","76","148","","07/01/2015","06/30/2016"
"230270","BEAUMONT HOSPITAL - TAYLOR","10000 TELEGRAPH ROAD","TAYLOR","MI","48180","Wayne","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","69.86","153","219","","47.49","104","219","","07/01/2015","06/30/2016"
"230273","DETROIT RECEIVING HOSPITAL","4201 ST ANTOINE ST","DETROIT","MI","48201","Wayne","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","57.22","107","187","","33.16","62","187","","07/01/2015","06/30/2016"
"230275","HEALTHSOURCE SAGINAW","3340 HOSPITAL RD","SAGINAW","MI","48603","Saginaw","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","63.36","147","232","","35.78","83","232","","07/01/2015","06/30/2016"
"231332","BRONSON LAKEVIEW HOSPITAL","408 HAZEN STREET","PAW PAW","MI","49079","Van Buren","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"231334","PROMEDICA HERRICK HOSPITAL","500 E POTTAWATAMIE ST","TECUMSEH","MI","49286","Lenawee","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","68.97","40","58","","41.38","24","58","","07/01/2015","06/30/2016"
"234006","PINE REST CHRISTIAN MENTAL HEALTH SERVICES","300 - 68TH STREET SE PO BOX 165","GRAND RAPIDS","MI","10165","Kent","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","57.92","106","183","","27.87","51","183","","07/01/2015","06/30/2016"
"234011","HENRY FORD KINGSWOOD HOSPITAL","10300 W EIGHT MILE ROAD","FERNDALE","MI","48220","Oakland","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","52.71","107","203","","33.99","69","203","","07/01/2015","06/30/2016"
"234021","HARBOR OAKS HOSPITAL","35031 23 MILE RD","NEW BALTIMORE","MI","48047","Macomb","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","66.29","175","264","","43.94","116","264","","07/01/2015","06/30/2016"
"234023","HAVENWYCK HOSPITAL","1525 UNIVERSITY DRIVE","AUBURN HILLS","MI","-2673","Oakland","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","57.89","352","608","","38.98","237","608","","07/01/2015","06/30/2016"
"234025","CARO CENTER","2000 CHAMBERS","CARO","MI","39296","Tuscola","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"234026","KALAMAZOO REGIONAL PSYCHIATRIC HOSPITAL","1312 OAKLAND DR","KALAMAZOO","MI","49008","Kalamazoo","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"234030","FOREST VIEW PSYCHIATRIC HOSPITAL","1055 MEDICAL PARK SE","GRAND RAPIDS","MI","63671","Kent","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","69.11","264","382","","40.84","156","382","","07/01/2015","06/30/2016"
"234035","WALTER P REUTHER PSYCHIATRIC HOSPITAL","30901 PALMER RD","WESTLAND","MI","48186","Wayne","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","5","Not Available","Not Available","Not Available","5","07/01/2015","06/30/2016"
"234038","BCA STONECREST CENTER","15000 GRATIOT AVENUE","DETROIT","MI","48205","Wayne","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","51.86","181","349","","31.23","109","349","","07/01/2015","06/30/2016"
"234040","SAMARITAN BEHAVIORAL CENTER","5555 CONNER AVENUE, SUITE 3N","DETROIT","MI","48213","Wayne","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","53.74","115","214","","33.64","72","214","","07/01/2015","06/30/2016"
"234041","THE CENTER FOR FORENSIC PSYCHIATRY","8303 PLATT ROAD","SALINE","MI","48176","Washtenaw","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"234042","THE BEHAVIORAL CENTER OF MICHIGAN","4050 E 12 MILE ROAD","WARREN","MI","48092","Macomb","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","64.25","239","372","","46.51","173","372","","07/01/2015","06/30/2016"
"240001","NORTH MEMORIAL MEDICAL CENTER","3300 OAKDALE AVE NORTH","ROBBINSDALE","MN","55422","Hennepin","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","62.86","66","105","","31.43","33","105","","07/01/2015","06/30/2016"
"240004","HENNEPIN COUNTY MEDICAL CENTER 1","701 PARK AVENUE","MINNEAPOLIS","MN","55415","Hennepin","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","60.83","278","457","","28.01","128","457","","07/01/2015","06/30/2016"
"240010","MAYO CLINIC HOSPITAL ROCHESTER","1216 SECOND STREET SOUTHWEST","ROCHESTER","MN","55902","Olmsted","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","75.76","175","231","","47.62","110","231","","07/01/2015","06/30/2016"
"240020","CAMBRIDGE MEDICAL CENTER","701 SOUTH DELLWOOD AVENUE","CAMBRIDGE","MN","55008","Isanti","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","67.65","46","68","","39.71","27","68","","07/01/2015","06/30/2016"
"240038","ALLINA UNITED HOSPITAL","333 NORTH SMITH AVE","SAINT PAUL","MN","55102","Ramsey","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","60.00","18","30","","40.00","12","30","","07/01/2015","06/30/2016"
"240043","MAYO CLINIC HEALTH SYSTEM - ALBERT LEA","404 WEST FOUNTAIN STREET","ALBERT LEA","MN","56007","Freeborn","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"240044","WINONA HEALTH SERVICES","855 MANKATO AVENUE","WINONA","MN","55987","Winona","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","48.72","19","39","","28.21","11","39","","07/01/2015","06/30/2016"
"240052","LAKE REGION HEALTHCARE CORPORATION","712 S CASCADE","FERGUS FALLS","MN","56537","Otter Tail","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","88.64","39","44","","43.18","19","44","","07/01/2015","06/30/2016"
"240056","RIDGEVIEW MEDICAL CENTER","500 SOUTH MAPLE STREET","WACONIA","MN","55387","Carver","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"240059","REGINA HOSPITAL","1175 NININGER ROAD","HASTINGS","MN","55033","Dakota","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","7","Not Available","Not Available","Not Available","7","07/01/2015","06/30/2016"
"240063","ST JOSEPH'S HOSPITAL","45 WEST 10TH STREET","SAINT PAUL","MN","55102","Ramsey","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","5","Not Available","Not Available","Not Available","5","07/01/2015","06/30/2016"
"240069","OWATONNA HOSPITAL","2250 26TH STREET NORTHWEST","OWATONNA","MN","55060","Steele","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","75.00","27","36","","38.89","14","36","","07/01/2015","06/30/2016"
"240075","ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER","523 NORTH 3RD STREET","BRAINERD","MN","56401","Crow Wing","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","75.76","25","33","","48.48","16","33","","07/01/2015","06/30/2016"
"240078","FAIRVIEW SOUTHDALE HOSPITAL","6401 FRANCE AVENUE SOUTH","EDINA","MN","55435","Hennepin","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","69.07","67","97","","31.96","31","97","","07/01/2015","06/30/2016"
"240080","UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW","2450 RIVERSIDE AVENUE","MINNEAPOLIS","MN","55454","Hennepin","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","63.38","289","456","","33.11","151","456","","07/01/2015","06/30/2016"
"240100","SANFORD MEDICAL CENTER BEMIDJI","1300 ANNE ST NW","BEMIDJI","MN","56601","Beltrami","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","73.33","11","15","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"240115","MERCY HOSPITAL","4050 COON RAPIDS BLVD","COON RAPIDS","MN","55433","Anoka","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","5","Not Available","Not Available","Not Available","5","07/01/2015","06/30/2016"
"241329","LAKEWOOD HEALTH SYSTEM","49725 COUNTY ROAD 83","STAPLES","MN","56479","Todd","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"241356","MILLE LACS HEALTH SYSTEM","200 NORTH ELM STREET","ONAMIA","MN","56359","Mille Lacs","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"241359","AVERA MARSHALL REGIONAL MEDICAL CTR","300 SOUTH BRUCE STREET","MARSHALL","MN","56258","Lyon","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","68.42","26","38","","36.84","14","38","","07/01/2015","06/30/2016"
"241366","MEEKER MEMORIAL HOSPITAL","612 SOUTH SIBLEY AVENUE","LITCHFIELD","MN","55355","Meeker","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"241378","NEW ULM MEDICAL CENTER","1324 FIFTH NORTH STREET","NEW ULM","MN","56073","Brown","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","66.67","34","51","","41.18","21","51","","07/01/2015","06/30/2016"
"244002","ANOKA-METRO REG TREATMENT CTR","3301 SEVENTH AVE NORTH","ANOKA","MN","55303","Anoka","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","28.85","15","52","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"244005","CHILD & ADOLESCENT BEHAVIORAL HEALTH SERVICES","1701 TECHNOLOGY DRIVE NE","WILLMAR","MN","56201","Kandiyohi","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","5","Not Available","Not Available","Not Available","5","07/01/2015","06/30/2016"
"244011","COMMUNITY BEHAVIORAL HEALTH HOSPITAL ANNANDALE","400 ANNANDALE BOULEVARD","ANNANDALE","MN","55302","Wright","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"244012","COMMUNITY BEHAVIORAL HEALTH HOSPITAL ALEXANDRIA","1610 8TH AVENUE EAST","ALEXANDRIA","MN","56308","Douglas","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"244013","COMMUNITY BEHAVIORAL HOSPITAL FERGUS FALLS","1801 WEST ALCOTT","FERGUS FALLS","MN","56537","Otter Tail","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"244014","COMMUNITY BEHAVIORAL HEALTH HOSPITAL - BEMIDJI","800 BEMIDJI AVENUE NORTH SUITE 200","BEMIDJI","MN","56601","Beltrami","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
