Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,MSPB-1 Achievement Threshold,MSPB-1 Benchmark,MSPB-1 Baseline Rate,MSPB-1 Performance Rate,MSPB-1 Achievement Points,MSPB-1 Improvement Points,MSPB-1 Measure Score
"050248","NATIVIDAD MEDICAL CENTER","1441 CONSTITUTION BOULEVARD","SALINAS","CA","93906","Monterey","0.985777","0.832678","1.027344","1.001912","0 out of 10","1 out of 9","1 out of 10"
"450330","OAKBEND MEDICAL CENTER","1705 JACKSON ST","RICHMOND","TX","77469","Fort Bend","0.985777","0.832678","1.132556","1.102871","0 out of 10","0 out of 9","0 out of 10"
"050772","KAISER FOUNDATION HOSPITAL - ROSEVILLE","1600 EUREKA ROAD","ROSEVILLE","CA","95661","Placer","0.985777","0.832678","0.784420","0.842654","9 out of 10","0 out of 9","9 out of 10"
"330107","PECONIC BAY MEDICAL CENTER","1300 ROANOKE AVENUE","RIVERHEAD","NY","11901","Suffolk","0.985777","0.832678","1.015486","1.048545","0 out of 10","0 out of 9","0 out of 10"
"190312","OUR LADY OF THE ANGELS HOSPITAL","433 PLAZA STREET","BOGALUSA","LA","70427","Washington","0.985777","0.832678","1.251246","1.011938","0 out of 10","5 out of 9","5 out of 10"
"380038","PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER","1500 DIVISION STREET","OREGON CITY","OR","97045","Clackamas","0.985777","0.832678","0.842878","0.884091","6 out of 10","0 out of 9","6 out of 10"
"310024","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY","865 STONE ST","RAHWAY","NJ","07065","Union","0.985777","0.832678","1.148340","1.160759","0 out of 10","0 out of 9","0 out of 10"
"450755","COVENANT HOSPITAL LEVELLAND","1900 COLLEGE AVE","LEVELLAND","TX","79336","Hockley","0.985777","0.832678","1.007650","0.949421","3 out of 10","3 out of 9","3 out of 10"
"180038","OWENSBORO HEALTH REGIONAL HOSPITAL","1201 PLEASANT VALLEY ROAD","OWENSBORO","KY","42303","Daviess","0.985777","0.832678","0.969241","0.986322","0 out of 10","0 out of 9","0 out of 10"
"050082","ST JOHNS REGIONAL MEDICAL CENTER","1600 N ROSE AVE","OXNARD","CA","93030","Ventura","0.985777","0.832678","1.006495","0.985961","0 out of 10","1 out of 9","1 out of 10"
"140147","RICHLAND MEMORIAL HOSPITAL","800 EAST LOCUST","OLNEY","IL","62450","Richland","0.985777","0.832678","1.010677","0.937791","3 out of 10","4 out of 9","4 out of 10"
"220126","NORWOOD HOSPITAL","800 WASHINGTON STREET","NORWOOD","MA","02062","Norfolk","0.985777","0.832678","1.007134","0.993437","0 out of 10","0 out of 9","0 out of 10"
"140117","PRESENCE RESURRECTION MEDICAL CENTER","7435 W TALCOTT AVENUE","CHICAGO","IL","60631","Cook","0.985777","0.832678","1.142928","1.157234","0 out of 10","0 out of 9","0 out of 10"
"150045","DEKALB HEALTH","1316 E SEVENTH ST","AUBURN","IN","46706","DeKalb","0.985777","0.832678","1.045504","0.991037","0 out of 10","2 out of 9","2 out of 10"
"220101","NEWTON-WELLESLEY HOSPITAL","2014 WASHINGTON STREET","NEWTON","MA","02462","Middlesex","0.985777","0.832678","0.989556","0.982219","1 out of 10","0 out of 9","1 out of 10"
"330169","MOUNT SINAI BETH ISRAEL/PETRIE CAMPUS","FIRST AVENUE AT 16TH STREET","NEW YORK","NY","10003","New York","0.985777","0.832678","1.019711","1.011785","0 out of 10","0 out of 9","0 out of 10"
"340131","CAROLINA EAST MEDICAL CENTER","2000 NEUSE BLVD","NEW BERN","NC","28560","Craven","0.985777","0.832678","0.899204","0.922316","4 out of 10","0 out of 9","4 out of 10"
"190014","TECHE REGIONAL MEDICAL CENTER","1125 MARGUERITE STREET","MORGAN CITY","LA","70380","Saint Mary","0.985777","0.832678","1.097177","1.115614","0 out of 10","0 out of 9","0 out of 10"
"520028","THE MONROE CLINIC","2005 5TH STREET","MONROE","WI","53566","Green","0.985777","0.832678","0.904268","0.939610","3 out of 10","0 out of 9","3 out of 10"
"520107","HOLY FAMILY MEMORIAL","2300 WESTERN AVE","MANITOWOC","WI","54221","Manitowoc","0.985777","0.832678","0.910574","0.952473","2 out of 10","0 out of 9","2 out of 10"
"340050","SOUTHEASTERN REGIONAL MEDICAL CENTER","300 W 27 ST  PO BOX 1408","LUMBERTON","NC","28359","Robeson","0.985777","0.832678","0.930915","0.913509","5 out of 10","1 out of 9","5 out of 10"
"050727","COMMUNITY HOSPITAL OF LONG BEACH","1720 TERMINO AVENUE","LONG BEACH","CA","90804","Los Angeles","0.985777","0.832678","1.157563","1.150902","0 out of 10","0 out of 9","0 out of 10"
"290007","UNIVERSITY MEDICAL CENTER","1800 W CHARLESTON BLVD","LAS VEGAS","NV","89102","Clark","0.985777","0.832678","1.064410","1.116886","0 out of 10","0 out of 9","0 out of 10"
"040020","ST BERNARDS MEDICAL CENTER","225 E JACKSON","JONESBORO","AR","72401","Craighead","0.985777","0.832678","0.991422","1.044936","0 out of 10","0 out of 9","0 out of 10"
"140155","PRESENCE ST MARYS HOSPITAL","500 W COURT ST","KANKAKEE","IL","60901","Kankakee","0.985777","0.832678","0.985459","0.958269","2 out of 10","1 out of 9","2 out of 10"
"520208","SSM HEALTH ST MARY'S HOSPITAL - JANESVILLE","3400 EAST RACINE STREET","JANESVILLE","WI","53546","Rock","0.985777","0.832678","1.020974","1.011602","0 out of 10","0 out of 9","0 out of 10"
"260047","CAPITAL REGION MEDICAL CENTER","1125 MADISON ST","JEFFERSON CITY","MO","65102","Cole","0.985777","0.832678","0.962497","0.931285","4 out of 10","2 out of 9","4 out of 10"
"100179","MEMORIAL HOSPITAL JACKSONVILLE","3625 UNIVERSITY BLVD S","JACKSONVILLE","FL","32216","Duval","0.985777","0.832678","1.095522","1.034734","0 out of 10","2 out of 9","2 out of 10"
"390173","INDIANA REGIONAL MEDICAL CENTER","835 HOSPITAL ROAD","INDIANA","PA","15701","Indiana","0.985777","0.832678","1.016985","1.000632","0 out of 10","0 out of 9","0 out of 10"
"510007","ST MARY'S MEDICAL CENTER","2900 1ST AVENUE","HUNTINGTON","WV","25702","Cabell","0.985777","0.832678","0.992343","1.004550","0 out of 10","0 out of 9","0 out of 10"
"050526","HUNTINGTON BEACH HOSPITAL","17772 BEACH BLVD","HUNTINGTON BEACH","CA","92647","Orange","0.985777","0.832678","1.209086","1.141632","0 out of 10","1 out of 9","1 out of 10"
"340023","PARK RIDGE HEALTH","100 HOSPITAL DRIVE","HENDERSONVILLE","NC","28792","Henderson","0.985777","0.832678","0.967051","0.947185","3 out of 10","1 out of 9","3 out of 10"
"100053","HIALEAH HOSPITAL","651 E 25TH ST","HIALEAH","FL","33013","Miami-Dade","0.985777","0.832678","1.092506","1.142179","0 out of 10","0 out of 9","0 out of 10"
"140064","ST MARY MEDICAL CENTER","3333 NORTH SEMINARY","GALESBURG","IL","61401","Knox","0.985777","0.832678","1.000157","0.992687","0 out of 10","0 out of 9","0 out of 10"
"230040","SPECTRUM HEALTH PENNOCK","1009 W GREEN ST","HASTINGS","MI","49058","Barry","0.985777","0.832678","0.878166","0.827470","10 out of 10","9 out of 9","10 out of 10"
"340091","THE MOSES H CONE MEMORIAL HOSPITAL","1200 N ELM ST","GREENSBORO","NC","27401","Guilford","0.985777","0.832678","0.934682","0.908353","5 out of 10","2 out of 9","5 out of 10"
"450596","LAKE GRANBURY MEDICAL CENTER","1310 PALUXY RD","GRANBURY","TX","76048","Hood","0.985777","0.832678","1.052577","1.041550","0 out of 10","0 out of 9","0 out of 10"
"230197","GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK","ONE GENESYS PARKWAY","GRAND BLANC","MI","48439","Genesee","0.985777","0.832678","0.967116","0.970708","1 out of 10","0 out of 9","1 out of 10"
"050230","GARDEN GROVE HOSPITAL & MEDICAL CENTER","12601 GARDEN GROVE BLVD","GARDEN GROVE","CA","92843","Orange","0.985777","0.832678","1.068337","1.058914","0 out of 10","0 out of 9","0 out of 10"
"060118","ST ANTHONY SUMMIT MEDICAL CENTER","340 PEAK ONE DRIVE","FRISCO","CO","80443","Summit","0.985777","0.832678","0.914956","0.926039","4 out of 10","0 out of 9","4 out of 10"
"490141","SPOTSYLVANIA REGIONAL MEDICAL CENTER","4600 SPOTSYLVANIA PARKWAY","FREDERICKSBURG","VA","22408","Spotsylvania","0.985777","0.832678","0.977990","0.979287","1 out of 10","0 out of 9","1 out of 10"
"450779","TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F","6100 HARRIS PKWY","FORT WORTH","TX","76132","Tarrant","0.985777","0.832678","1.067022","1.051364","0 out of 10","0 out of 9","0 out of 10"
"030117","VALLEY VIEW MEDICAL CENTER","5330 SOUTH HIGHWAY 95","FORT MOHAVE","AZ","86426","Mohave","0.985777","0.832678","0.881671","0.877449","7 out of 10","0 out of 9","7 out of 10"
"230132","HURLEY MEDICAL CENTER","ONE HURLEY PLAZA","FLINT","MI","48503","Genesee","0.985777","0.832678","0.979834","0.978417","1 out of 10","0 out of 9","1 out of 10"
"010006","ELIZA COFFEE MEMORIAL HOSPITAL","205 MARENGO STREET","FLORENCE","AL","35631","Lauderdale","0.985777","0.832678","0.954461","0.996683","0 out of 10","0 out of 9","0 out of 10"
"140030","SHERMAN HOSPITAL","1425 NORTH RANDALL ROAD","ELGIN","IL","60123","Kane","0.985777","0.832678","1.076350","1.028271","0 out of 10","1 out of 9","1 out of 10"
"180012","HARDIN MEMORIAL HOSPITAL","913 NORTH DIXIE AVENUE","ELIZABETHTOWN","KY","42701","Hardin","0.985777","0.832678","0.965417","0.962902","2 out of 10","0 out of 9","2 out of 10"
"370014","ALLIANCEHEALTH DURANT","1800 UNIVERSITY BOULEVARD","DURANT","OK","74702","Bryan","0.985777","0.832678","0.979088","1.009233","0 out of 10","0 out of 9","0 out of 10"
"310050","SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS","25 POCONO ROAD","DENVILLE","NJ","07834","Morris","0.985777","0.832678","1.100556","0.970060","1 out of 10","4 out of 9","4 out of 10"
"160083","MERCY MEDICAL CENTER-DES MOINES","1111 6TH AVE","DES MOINES","IA","50314","Polk","0.985777","0.832678","0.942982","0.942847","3 out of 10","0 out of 9","3 out of 10"
"670024","NORTH CYPRESS MEDICAL CENTER","21214 NORTHWEST FREEWAY","CYPRESS","TX","77429","Harris","0.985777","0.832678","1.094686","1.120120","0 out of 10","0 out of 9","0 out of 10"
"140181","SOUTH SHORE HOSPITAL","8012 SOUTH CRANDON AVENUE","CHICAGO","IL","60617","Cook","0.985777","0.832678","1.057325","0.996072","0 out of 10","2 out of 9","2 out of 10"
"490077","MARTHA JEFFERSON HOSPITAL","500 MARTHA JEFFERSON DRIVE","CHARLOTTESVILLE","VA","22911","Albemarle","0.985777","0.832678","0.938072","0.925261","4 out of 10","1 out of 9","4 out of 10"
"110025","SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS","2415 PARKWOOD DRIVE","BRUNSWICK","GA","31520","Glynn","0.985777","0.832678","0.940825","0.939998","3 out of 10","0 out of 9","3 out of 10"
"050426","WEST ANAHEIM MEDICAL CENTER","3033 W ORANGE AVENUE","ANAHEIM","CA","92804","Orange","0.985777","0.832678","1.067858","1.076480","0 out of 10","0 out of 9","0 out of 10"
"450399","BROWNFIELD REGIONAL MEDICAL CENTER","705 EAST FELT STREET","BROWNFIELD","TX","79316","Terry","0.985777","0.832678","0.910233","0.775335","10 out of 10","9 out of 9","10 out of 10"
"440012","WELLMONT BRISTOL REGIONAL MEDICAL CENTER","ONE MEDICAL PARK BLVD","BRISTOL","TN","37620","Sullivan","0.985777","0.832678","1.030188","1.004416","0 out of 10","1 out of 9","1 out of 10"
"190202","OCHSNER MEDICAL CENTER - BATON ROUGE","17000 MEDICAL CENTER DR","BATON ROUGE","LA","70816","East Baton Rouge","0.985777","0.832678","1.068605","1.037506","0 out of 10","1 out of 9","1 out of 10"
"190128","WOMAN'S HOSPITAL","100 WOMAN'S WAY","BATON ROUGE","LA","70817","East Baton Rouge","0.985777","0.832678","0.996674","1.045559","0 out of 10","0 out of 9","0 out of 10"
"050455","ADVENTIST HEALTH BAKERSFIELD","2615 CHESTER AVENUE","BAKERSFIELD","CA","93301","Kern","0.985777","0.832678","1.005522","0.982236","1 out of 10","1 out of 9","1 out of 10"
"670071","TEXAS HEALTH HEART & VASCULAR HOSPITAL ARLINGTON","811 WRIGHT STREET","ARLINGTON","TX","76012","Tarrant","0.985777","0.832678","1.055222","1.090420","0 out of 10","0 out of 9","0 out of 10"
"050300","ST MARY MEDICAL CENTER","18300 HIGHWAY 18","APPLE VALLEY","CA","92307","San Bernardino","0.985777","0.832678","0.978879","0.990199","0 out of 10","0 out of 9","0 out of 10"
"500036","YAKIMA VALLEY MEMORIAL HOSPITAL","2811 TIETON DRIVE","YAKIMA","WA","98902","Yakima","0.985777","0.832678","0.920948","0.908786","5 out of 10","1 out of 9","5 out of 10"
"320061","GALLUP INDIAN MEDICAL CENTER","516 E NIZHONI BLVD","GALLUP","NM","87301","McKinley","0.985777","0.832678","0.804463","0.785050","10 out of 10","9 out of 9","10 out of 10"
"310130","HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL","250 OLD HOOK ROAD","WESTWOOD","NJ","07675","Bergen","0.985777","0.832678","1.049912","1.034232","0 out of 10","0 out of 9","0 out of 10"
"390076","BRANDYWINE HOSPITAL","201 REECEVILLE ROAD","COATESVILLE","PA","19320","Chester","0.985777","0.832678","1.033814","1.015076","0 out of 10","0 out of 9","0 out of 10"
"130014","WEST VALLEY MEDICAL CENTER","1717 ARLINGTON STREET","CALDWELL","ID","83605","Canyon","0.985777","0.832678","0.941493","0.948589","3 out of 10","0 out of 9","3 out of 10"
"520057","SSM HEALTH ST CLARE HOSPITAL - BARABOO","707 14TH ST","BARABOO","WI","53913","Sauk","0.985777","0.832678","0.914350","0.892847","6 out of 10","2 out of 9","6 out of 10"
"180027","MURRAY-CALLOWAY COUNTY HOSPITAL","803 POPLAR STREET","MURRAY","KY","42071","Calloway","0.985777","0.832678","0.937218","0.972744","1 out of 10","0 out of 9","1 out of 10"
"490032","MEDICAL COLLEGE OF VIRGINIA HOSPITALS","1250 EAST MARSHALL STREET - BOX 980510","RICHMOND","VA","23298","Richmond City","0.985777","0.832678","1.006201","0.993396","0 out of 10","0 out of 9","0 out of 10"
"440130","BAPTIST MEMORIAL HOSPITAL UNION CITY","1201 BISHOP ST, PO BOX 310","UNION CITY","TN","38261","Obion","0.985777","0.832678","1.013960","1.068418","0 out of 10","0 out of 9","0 out of 10"
"330078","SISTERS OF CHARITY HOSPITAL","2157 MAIN STREET","BUFFALO","NY","14214","Erie","0.985777","0.832678","0.966204","0.986696","0 out of 10","0 out of 9","0 out of 10"
"390192","TYLER MEMORIAL HOSPITAL","5950 STATE ROUTE 6 WEST","TUNKHANNOCK","PA","18657","Wyoming","0.985777","0.832678","0.910641","0.946980","3 out of 10","0 out of 9","3 out of 10"
"110082","SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC","5665 PEACHTREE DUNWOODY ROAD","ATLANTA","GA","30342","Fulton","0.985777","0.832678","0.960491","0.934095","4 out of 10","2 out of 9","4 out of 10"
"450604","HILL COUNTRY MEMORIAL HOSPITAL INC","1020 SOUTH STATE HIGHWAY 16","FREDERICKSBURG","TX","78624","Gillespie","0.985777","0.832678","0.931398","0.962748","2 out of 10","0 out of 9","2 out of 10"
"250168","UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA","960 AVENT DRIVE","GRENADA","MS","38901","Grenada","0.985777","0.832678","0.974566","1.078815","0 out of 10","0 out of 9","0 out of 10"
"520206","AURORA MEDICAL CENTER","36500 AURORA DRIVE","SUMMIT","WI","53066","Waukesha","0.985777","0.832678","1.000384","0.972245","1 out of 10","1 out of 9","1 out of 10"
"450351","TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL","411 N BELKNAP ST","STEPHENVILLE","TX","76401","Erath","0.985777","0.832678","1.059885","1.024226","0 out of 10","1 out of 9","1 out of 10"
"360086","SPRINGFIELD REGIONAL MEDICAL CENTER","100 MEDICAL CENTER DRIVE","SPRINGFIELD","OH","45504","Clark","0.985777","0.832678","1.043979","1.055867","0 out of 10","0 out of 9","0 out of 10"
"100181","LARKIN COMMUNITY HOSPITAL","7031 SW 62ND AVE","SOUTH MIAMI","FL","33143","Miami-Dade","0.985777","0.832678","1.069735","1.079161","0 out of 10","0 out of 9","0 out of 10"
"150058","MEMORIAL HOSPITAL OF SOUTH BEND","615 N MICHIGAN ST","SOUTH BEND","IN","46601","St Joseph","0.985777","0.832678","0.977778","0.962148","2 out of 10","1 out of 9","2 out of 10"
"330219","ERIE COUNTY MEDICAL CENTER","462 GRIDER STREET","BUFFALO","NY","14215","Erie","0.985777","0.832678","0.959079","0.970930","1 out of 10","0 out of 9","1 out of 10"
"160146","ST LUKES REGIONAL MEDICAL CENTER","2720 STONE PARK BOULEVARD","SIOUX CITY","IA","51104","Woodbury","0.985777","0.832678","0.935196","0.962530","2 out of 10","0 out of 9","2 out of 10"
"390178","UPMC HORIZON","110 NORTH MAIN STREET","GREENVILLE","PA","16125","Mercer","0.985777","0.832678","0.931689","0.947436","3 out of 10","0 out of 9","3 out of 10"
"490075","DANVILLE REGIONAL MEDICAL CENTER","142 SOUTH MAIN STREET","DANVILLE","VA","24541","Danville City","0.985777","0.832678","1.019829","0.968266","2 out of 10","2 out of 9","2 out of 10"
"050291","SUTTER SANTA ROSA REGIONAL HOSPITAL","30 MARK WEST SPRINGS ROAD","SANTA ROSA","CA","95403","Sonoma","0.985777","0.832678","0.969886","0.936816","3 out of 10","2 out of 9","3 out of 10"
"450130","NIX HEALTH CARE SYSTEM","414 NAVARRO, SUITE 600","SAN ANTONIO","TX","78205","Bexar","0.985777","0.832678","1.026291","1.014009","0 out of 10","0 out of 9","0 out of 10"
"260162","BARNES-JEWISH WEST COUNTY HOSPITAL","12634 OLIVE BOULEVARD","CREVE COEUR","MO","63141","Saint Louis","0.985777","0.832678","0.912708","0.840461","9 out of 10","9 out of 9","9 out of 10"
"040041","ST MARYS REGIONAL MEDICAL CENTER","1808 WEST MAIN STREET","RUSSELLVILLE","AR","72801","Pope","0.985777","0.832678","0.987111","0.999706","0 out of 10","0 out of 9","0 out of 10"
"140068","ROSELAND COMMUNITY HOSPITAL","45 W 111TH STREET","CHICAGO","IL","60628","Cook","0.985777","0.832678","0.981412","1.006135","0 out of 10","0 out of 9","0 out of 10"
"490112","CJW MEDICAL CENTER","7101 JAHNKE ROAD","RICHMOND","VA","23235","Chesterfield","0.985777","0.832678","1.004174","0.989620","0 out of 10","0 out of 9","0 out of 10"
"240018","MAYO CLINIC HEALTH SYSTEM IN RED WING","701 HEWITT BOULEVARD, PO BOX 95","RED WING","MN","55066","Goodhue","0.985777","0.832678","0.872471","0.889557","6 out of 10","0 out of 9","6 out of 10"
"350070","ESSENTIA HEALTH-FARGO","3000 32ND AVE SOUTH","FARGO","ND","58104","Cass","0.985777","0.832678","0.968074","0.951504","3 out of 10","1 out of 9","3 out of 10"
"380082","PROVIDENCE MILWAUKIE HOSPITAL","10150 SE 32ND AVENUE","MILWAUKIE","OR","97222","Clackamas","0.985777","0.832678","0.902165","0.919436","4 out of 10","0 out of 9","4 out of 10"
"450539","COVENANT HOSPITAL PLAINVIEW","2601 DIMMITT RD","PLAINVIEW","TX","79072","Hale","0.985777","0.832678","0.981579","0.998445","0 out of 10","0 out of 9","0 out of 10"
"140191","INGALLS MEMORIAL HOSPITAL","ONE INGALLS DRIVE","HARVEY","IL","60426","Cook","0.985777","0.832678","1.030471","1.021977","0 out of 10","0 out of 9","0 out of 10"
"360065","FISHER-TITUS HOSPITAL","272 BENEDICT AVENUE","NORWALK","OH","44857","Huron","0.985777","0.832678","0.943833","0.904664","5 out of 10","3 out of 9","5 out of 10"
"170094","COFFEY COUNTY HOSPITAL","801 NORTH 4TH STREET","BURLINGTON","KS","66839","Coffey","0.985777","0.832678","0.833055","0.822561","10 out of 10","9 out of 9","10 out of 10"
"330204","BELLEVUE HOSPITAL CENTER","462 FIRST AVENUE","NEW YORK","NY","10016","New York","0.985777","0.832678","0.944868","0.941512","3 out of 10","0 out of 9","3 out of 10"
"450709","HOUSTON METHODIST ST JOHN HOSPITAL","18300 ST JOHN DRIVE","NASSAU BAY","TX","77058","Harris","0.985777","0.832678","1.153028","1.170179","0 out of 10","0 out of 9","0 out of 10"
"110074","PIEDMONT ATHENS REGIONAL MEDICAL CENTER","1199 PRINCE AVENUE","ATHENS","GA","30606","Clarke","0.985777","0.832678","0.936088","0.917269","5 out of 10","1 out of 9","5 out of 10"
"180020","MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT","3600 WEST CUMBERLAND AVENUE","MIDDLESBORO","KY","40965","Bell","0.985777","0.832678","0.886159","0.884951","6 out of 10","0 out of 9","6 out of 10"
"340171","NOVANT HEALTH MATTHEWS MEDICAL CENTER","1500 MATTHEWS TWNSHP PRKWY BOX 3310","MATTHEWS","NC","28106","Mecklenburg","0.985777","0.832678","0.955407","0.941747","3 out of 10","1 out of 9","3 out of 10"
"050561","KAISER FOUNDATION HOSPITAL - WEST LA","6041 CADILLAC AVE","LOS ANGELES","CA","90034","Los Angeles","0.985777","0.832678","0.832684","0.926319","4 out of 10","0 out of 9","4 out of 10"
"500041","PEACHEALTH ST JOHN MEDICAL CENTER","1615 DELAWARE STREET","LONGVIEW","WA","98632","Cowlitz","0.985777","0.832678","0.870734","0.910581","5 out of 10","0 out of 9","5 out of 10"
"050603","SADDLEBACK MEMORIAL MEDICAL CENTER","24451 HEALTH CENTER DRIVE","LAGUNA HILLS","CA","92653","Orange","0.985777","0.832678","0.960111","0.974702","1 out of 10","0 out of 9","1 out of 10"
"190027","CHRISTUS ST PATRICK HOSPITAL","524 DR MICHAEL DEBAKEY STREET","LAKE CHARLES","LA","70601","Calcasieu","0.985777","0.832678","1.018730","1.033504","0 out of 10","0 out of 9","0 out of 10"
"050026","GROSSMONT HOSPITAL","5555 GROSSMONT CENTER DRIVE BOX 58","LA MESA","CA","91942","San Diego","0.985777","0.832678","0.971553","1.006364","0 out of 10","0 out of 9","0 out of 10"
"360210","GRADY MEMORIAL HOSPITAL","561 WEST CENTRAL AVENUE","DELAWARE","OH","43015","Delaware","0.985777","0.832678","0.968702","0.959414","2 out of 10","0 out of 9","2 out of 10"
"220086","BETH ISRAEL DEACONESS MEDICAL CENTER","330 BROOKLINE AVENUE","BOSTON","MA","02215","Suffolk","0.985777","0.832678","1.034742","1.003692","0 out of 10","1 out of 9","1 out of 10"
"520189","AURORA MEDICAL CTR KENOSHA","10400 75TH ST","KENOSHA","WI","53142","Kenosha","0.985777","0.832678","1.002345","1.013557","0 out of 10","0 out of 9","0 out of 10"
"260048","TRUMAN MEDICAL CENTER HOSPITAL HILL","2301 HOLMES STREET","KANSAS CITY","MO","64108","Jackson","0.985777","0.832678","0.892034","0.954348","2 out of 10","0 out of 9","2 out of 10"
"140186","RIVERSIDE MEDICAL CENTER","350 N WALL ST","KANKAKEE","IL","60901","Kankakee","0.985777","0.832678","1.016412","1.064802","0 out of 10","0 out of 9","0 out of 10"
"100048","JAY HOSPITAL","14114 ALABAMA ST","JAY","FL","32565","Santa Rosa","0.985777","0.832678","0.858642","0.985066","1 out of 10","0 out of 9","1 out of 10"
"100088","BAPTIST MEDICAL CENTER JACKSONVILLE","800 PRUDENTIAL DR","JACKSONVILLE","FL","32207","Duval","0.985777","0.832678","1.072686","1.021352","0 out of 10","2 out of 9","2 out of 10"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","Guilford","0.985777","0.832678","0.993449","0.992220","0 out of 10","0 out of 9","0 out of 10"
"180004","OWENSBORO HEALTH MUHLENBERG COMMUNITY HOSPITAL","440 HOPKINSVILLE STREET","GREENVILLE","KY","42345","Muhlenberg","0.985777","0.832678","0.934322","0.902658","5 out of 10","3 out of 9","5 out of 10"
"450018","UNIVERSITY OF TEXAS MEDICAL BRANCH","301 UNIVERSITY BOULEVARD","GALVESTON","TX","77555","Galveston","0.985777","0.832678","1.010166","1.022412","0 out of 10","0 out of 9","0 out of 10"
"490101","INOVA FAIR OAKS HOSPITAL","3600 JOSEPH SIEWICK DRIVE","FAIRFAX","VA","22033","Fairfax","0.985777","0.832678","0.955677","0.962663","2 out of 10","0 out of 9","2 out of 10"
"040050","OUACHITA COUNTY MEDICAL CENTER","638 CALIFORNIA AVENUE","CAMDEN","AR","71701","Ouachita","0.985777","0.832678","1.039013","1.064768","0 out of 10","0 out of 9","0 out of 10"
"460060","LONE PEAK HOSPITAL","11925 S STATE STREET","DRAPER","UT","84020","Salt Lake","0.985777","0.832678","0.946066","1.018521","0 out of 10","0 out of 9","0 out of 10"
"450021","BAYLOR UNIVERSITY MEDICAL CENTER","3500 GASTON AVE","DALLAS","TX","75246","Dallas","0.985777","0.832678","1.031305","1.055603","0 out of 10","0 out of 9","0 out of 10"
"050289","SETON MEDICAL CENTER","1900 SULLIVAN AVENUE","DALY CITY","CA","94015","San Mateo","0.985777","0.832678","1.021473","0.969530","1 out of 10","2 out of 9","2 out of 10"
"220171","LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON","41 & 45 MALL ROAD","BURLINGTON","MA","01803","Middlesex","0.985777","0.832678","1.020193","1.004141","0 out of 10","0 out of 9","0 out of 10"
"240076","BUFFALO HOSPITAL","303 CATLIN ST","BUFFALO","MN","55313","Wright","0.985777","0.832678","0.899191","0.872353","7 out of 10","4 out of 9","7 out of 10"
"310064","ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS","1925 PACIFIC AVENUE","ATLANTIC CITY","NJ","08401","Atlantic","0.985777","0.832678","1.035822","1.028370","0 out of 10","0 out of 9","0 out of 10"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","Buncombe","0.985777","0.832678","1.004352","0.985000","1 out of 10","1 out of 9","1 out of 10"
"390195","MAIN LINE HOSPITAL LANKENAU","100 LANCASTER AVE","WYNNEWOOD","PA","19096","Montgomery","0.985777","0.832678","0.970518","0.994056","0 out of 10","0 out of 9","0 out of 10"
"240044","WINONA HEALTH SERVICES","855 MANKATO AVENUE","WINONA","MN","55987","Winona","0.985777","0.832678","0.889526","0.859238","8 out of 10","5 out of 9","8 out of 10"
"260025","HANNIBAL REGIONAL HOSPITAL","6000 HOSPITAL DR","HANNIBAL","MO","63401","Marion","0.985777","0.832678","0.906649","0.940851","3 out of 10","0 out of 9","3 out of 10"
"360359","UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER","3999 RICHMOND ROAD","BEACHWOOD","OH","44122","Cuyahoga","0.985777","0.832678","0.985819","0.998954","0 out of 10","0 out of 9","0 out of 10"
"050742","OLYMPIA MEDICAL CENTER","5900 WEST OLYMPIC BOULEVARD","LOS ANGELES","CA","90036","Los Angeles","0.985777","0.832678","1.088063","1.137349","0 out of 10","0 out of 9","0 out of 10"
"320004","GERALD CHAMPION REGIONAL MEDICAL CENTER","2669 NORTH SCENIC DRIVE","ALAMOGORDO","NM","88310","Otero","0.985777","0.832678","0.938534","1.002314","0 out of 10","0 out of 9","0 out of 10"
"510038","STONEWALL JACKSON MEMORIAL HOSPITAL","230 HOSPITAL PLAZA","WESTON","WV","26452","Lewis","0.985777","0.832678","0.889685","0.869055","7 out of 10","3 out of 9","7 out of 10"
