Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,PSI-90 Achievement Threshold,PSI-90 Benchmark,PSI-90 Baseline Rate,PSI-90 Performance Rate,PSI-90 Achievement Points,PSI-90 Improvement Points,PSI-90 Measure Score,HAI-1 Achievement Threshold,HAI-1 Benchmark,HAI-1 Baseline Rate,HAI-1 Performance Rate,HAI-1 Achievement Points,HAI-1 Improvement Points,HAI-1 Measure Score,HAI-2 Achievement Threshold,HAI-2 Benchmark,HAI-2 Baseline Rate,HAI-2 Performance Rate,HAI-2 Achievement Points,HAI-2 Improvement Points,HAI-2 Measure Score,Combined SSI Measure Score,HAI-3 Achievement Threshold,HAI-3 Benchmark,HAI-3 Baseline Rate,HAI-3 Performance Rate,HAI-3 Achievement Points,HAI-3 Improvement Points,HAI-3 Measure Score,HAI-4 Achievement Threshold,HAI-4 Benchmark,HAI-4 Baseline Rate,HAI-4 Performance Rate,HAI-4 Achievement Points,HAI-4 Improvement Points,HAI-4 Measure Score,HAI-5 Achievement Threshold,HAI-5 Benchmark,HAI-5 Baseline Rate,HAI-5 Performance Rate,HAI-5 Achievement Points,HAI-5 Improvement Points,HAI-5 Measure Score,HAI-6 Achievement Threshold,HAI-6 Benchmark,HAI-6 Baseline Rate,HAI-6 Performance Rate,HAI-6 Achievement Points,HAI-6 Improvement Points,HAI-6 Measure Score,PC-01 Achievement Threshold,PC-01 Benchmark,PC-01 Baseline Rate,PC-01 Performance Rate,PC-01 Achievement Points,PC-01 Improvement Points,PC-01 Measure Score
"230195","ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER","11800 EAST TWELVE MILE ROAD","WARREN","MI","48093","Macomb","0.964542","0.709498","0.866412","0.676596","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.257","0.497","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","1.661","0.395","6 out of 10","7 out of 9","7 out of 10","0 out of 10","0.824","0.000","0.300","0.891","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","0.703","1.766","0 out of 10","0 out of 9","0 out of 10","0.805","0.004","1.183","1.159","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","0.129310","0.009615","5 out of 10","9 out of 9","9 out of 10"
"230197","GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK","ONE GENESYS PARKWAY","GRAND BLANC","MI","48439","Genesee","0.964542","0.709498","1.422558","1.263010","0 out of 10","2 out of 9","2 out of 10","0.369","0.000","0.246","0.692","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","1.476","0.666","3 out of 10","5 out of 9","5 out of 10","7 out of 10","0.824","0.000","1.783","0.613","3 out of 10","6 out of 9","6 out of 10","0.710","0.000","1.548","0.000","10 out of 10","9 out of 9","10 out of 10","0.767","0.000","0.813","0.399","5 out of 10","5 out of 9","5 out of 10","0.805","0.004","0.913","0.684","2 out of 10","2 out of 9","2 out of 10","0.020408","0.000000","0.072034","0.014184","3 out of 10","8 out of 9","8 out of 10"
"230207","MCLAREN OAKLAND","50 NORTH PERRY","PONTIAC","MI","48342","Oakland","0.964542","0.709498","0.976197","0.777453","7 out of 10","7 out of 9","7 out of 10","0.369","0.000","0.000","0.586","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","1.044","0.548","4 out of 10","4 out of 9","4 out of 10","10 out of 10","0.824","0.000","Not Available","0.000","10 out of 10","Not Available","10 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","0.000","0.531","3 out of 10","0 out of 9","3 out of 10","0.805","0.004","0.427","0.705","2 out of 10","0 out of 9","2 out of 10","0.020408","0.000000","Not Available","Not Available","Not Available","Not Available","Not Available"
"230208","SPARROW CARSON HOSPITAL","406 EAST ELM ST","CARSON CITY","MI","48811","Montcalm","0.964542","0.709498","0.868251","0.659169","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","Not Available","Not Available","Not Available","Not Available","Not Available","0.020408","0.000000","0.243902","0.051282","0 out of 10","7 out of 9","7 out of 10"
"230216","MCLAREN PORT HURON","1221 PINE GROVE AVE","PORT HURON","MI","48060","Saint Clair","0.964542","0.709498","0.862999","0.582543","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.497","0.000","10 out of 10","9 out of 9","10 out of 10","0.906","0.000","0.306","0.308","6 out of 10","0 out of 9","6 out of 10","4 out of 10","0.824","0.000","1.070","0.548","4 out of 10","4 out of 9","4 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","2.712","1.577","0 out of 10","4 out of 9","4 out of 10","0.805","0.004","0.935","1.277","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
"230217","OAKLAWN HOSPITAL","200 N MADISON","MARSHALL","MI","49068","Calhoun","0.964542","0.709498","0.936890","0.695016","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","Not Available","0.000","10 out of 10","Not Available","10 out of 10","Not Available","0.824","0.000","2.473","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.453","0.000","10 out of 10","9 out of 9","10 out of 10","0.020408","0.000000","0.066667","0.000000","10 out of 10","9 out of 9","10 out of 10"
"230222","MIDMICHIGAN MEDICAL CENTER-MIDLAND","4000 WELLNESS DRIVE","MIDLAND","MI","48670","Midland","0.964542","0.709498","1.079560","0.679085","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.906","0.000","0.000","0.111","8 out of 10","0 out of 9","8 out of 10","8 out of 10","0.824","0.000","0.247","0.168","8 out of 10","3 out of 9","8 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.805","0.004","0.470","0.779","1 out of 10","0 out of 9","1 out of 10","0.020408","0.000000","0.055944","0.000000","10 out of 10","9 out of 9","10 out of 10"
"230227","MCLAREN MACOMB","1000 HARRINGTON BLVD","MOUNT CLEMENS","MI","48043","Macomb","0.964542","0.709498","1.016329","0.584235","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.000","0.637","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","2.487","0.889","1 out of 10","6 out of 9","6 out of 10","6 out of 10","0.824","0.000","2.409","1.259","0 out of 10","4 out of 9","4 out of 10","0.710","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.767","0.000","0.706","1.637","0 out of 10","0 out of 9","0 out of 10","0.805","0.004","1.240","0.600","3 out of 10","5 out of 9","5 out of 10","0.020408","0.000000","0.024793","0.000000","10 out of 10","9 out of 9","10 out of 10"
"230230","EDWARD W SPARROW HOSPITAL","1215 E MICHIGAN AVENUE","LANSING","MI","48912","Ingham","0.964542","0.709498","0.876669","0.721431","9 out of 10","9 out of 9","9 out of 10","0.369","0.000","0.322","0.499","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","1.399","0.357","6 out of 10","7 out of 9","7 out of 10","0 out of 10","0.824","0.000","1.417","1.682","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","0.509","1.247","0 out of 10","0 out of 9","0 out of 10","0.767","0.000","0.704","0.159","8 out of 10","7 out of 9","8 out of 10","0.805","0.004","0.744","0.715","2 out of 10","0 out of 9","2 out of 10","0.020408","0.000000","0.008264","0.007092","6 out of 10","1 out of 9","6 out of 10"
"230236","METRO HEALTH HOSPITAL","5900 BYRON CENTER AVENUE, SW","WYOMING","MI","49519","Kent","0.964542","0.709498","1.151893","0.865602","4 out of 10","6 out of 9","6 out of 10","0.369","0.000","0.000","0.748","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","1.109","0.605","3 out of 10","4 out of 9","4 out of 10","0 out of 10","0.824","0.000","Not Available","2.914","0 out of 10","Not Available","0 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","2.808","0 out of 10","Not Available","0 out of 10","0.805","0.004","0.170","0.683","2 out of 10","0 out of 9","2 out of 10","0.020408","0.000000","0.023077","0.014286","3 out of 10","3 out of 9","3 out of 10"
"230239","CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL","500 OSBORN BLVD","SAULT SAINTE MARIE","MI","49783","Chippewa","0.964542","0.709498","0.965296","0.624168","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","2.388","1.126","0 out of 10","5 out of 9","5 out of 10","0.020408","0.000000","0.027778","0.000000","10 out of 10","9 out of 9","10 out of 10"
"230241","ST JOHN RIVER DISTRICT HOSPITAL","4100 RIVER RD","EAST CHINA","MI","48054","Saint Clair","0.964542","0.709498","0.935644","0.592777","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.284","0.915","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","0.071429","0.000000","10 out of 10","9 out of 9","10 out of 10"
"230244","GARDEN CITY HOSPITAL","6245 INKSTER RD","GARDEN CITY","MI","48135","Wayne","0.964542","0.709498","0.974468","0.543011","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.000","2.232","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","1.001","2.258","0 out of 10","0 out of 9","0 out of 10","Not Available","0.824","0.000","1.357","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","2.133","1.981","0 out of 10","0 out of 9","0 out of 10","0.805","0.004","1.442","0.331","6 out of 10","7 out of 9","7 out of 10","0.020408","0.000000","0.046875","0.000000","10 out of 10","9 out of 9","10 out of 10"
"230254","ASCENSION CRITTENTON HOSPITAL","1101 W UNIVERSITY DRIVE","ROCHESTER","MI","48307","Oakland","0.964542","0.709498","0.895768","0.669025","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.578","0.828","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","0.280","0.549","4 out of 10","0 out of 9","4 out of 10","2 out of 10","0.824","0.000","0.382","0.662","2 out of 10","0 out of 9","2 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","1.197","0.608","2 out of 10","4 out of 9","4 out of 10","0.805","0.004","0.634","0.385","5 out of 10","3 out of 9","5 out of 10","0.020408","0.000000","0.019802","0.000000","10 out of 10","9 out of 9","10 out of 10"
"230259","ST JOSEPH MERCY CHELSEA","775 S MAIN ST","CHELSEA","MI","48118","Washtenaw","0.964542","0.709498","0.652510","0.616149","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","10 out of 10","0.824","0.000","Not Available","0.000","10 out of 10","Not Available","10 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.179","0.440","5 out of 10","0 out of 9","5 out of 10","0.020408","0.000000","Not Available","Not Available","Not Available","Not Available","Not Available"
"230269","BEAUMONT HOSPITAL, TROY","44201 DEQUINDRE ROAD","TROY","MI","48085","Oakland","0.964542","0.709498","0.913497","0.605991","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.076","0.318","2 out of 10","0 out of 9","2 out of 10","0.906","0.000","0.883","0.544","4 out of 10","3 out of 9","4 out of 10","1 out of 10","0.824","0.000","1.241","1.157","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","0.698","0.551","3 out of 10","2 out of 9","3 out of 10","0.767","0.000","0.581","0.469","4 out of 10","1 out of 9","4 out of 10","0.805","0.004","0.748","0.736","1 out of 10","0 out of 9","1 out of 10","0.020408","0.000000","0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
"230270","BEAUMONT HOSPITAL - TAYLOR","10000 TELEGRAPH ROAD","TAYLOR","MI","48180","Wayne","0.964542","0.709498","0.859125","0.567282","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.832","0.753","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","1.458","1.757","0 out of 10","0 out of 9","0 out of 10","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","1.720","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.848","1.032","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","Not Available","Not Available","Not Available","Not Available","Not Available"
"230273","DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER","4201 ST ANTOINE ST - 3M","DETROIT","MI","48201","Wayne","0.964542","0.709498","1.079900","1.067682","0 out of 10","0 out of 9","0 out of 10","0.369","0.000","0.594","0.450","0 out of 10","2 out of 9","2 out of 10","0.906","0.000","1.536","0.283","7 out of 10","8 out of 9","8 out of 10","0 out of 10","0.824","0.000","0.481","1.308","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","2.651","6.438","0 out of 10","0 out of 9","0 out of 10","0.805","0.004","0.970","0.616","3 out of 10","3 out of 9","3 out of 10","0.020408","0.000000","Not Available","Not Available","Not Available","Not Available","Not Available"
"230277","HURON VALLEY-SINAI HOSPITAL","ONE WILLIAM CARLS DRIVE","COMMERCE TOWNSHIP","MI","48382","Oakland","0.964542","0.709498","0.895649","0.676617","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.906","0.000","1.055","0.000","10 out of 10","9 out of 9","10 out of 10","0 out of 10","0.824","0.000","0.379","1.638","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","0.000","Not Available","Not Available","Not Available","Not Available","0.767","0.000","0.496","1.350","0 out of 10","0 out of 9","0 out of 10","0.805","0.004","1.023","0.716","2 out of 10","3 out of 9","3 out of 10","0.020408","0.000000","0.000000","0.071429","0 out of 10","0 out of 9","0 out of 10"
"230297","KARMANOS CANCER CENTER","4100 JOHN R","DETROIT","MI","48201","Wayne","0.964542","0.709498","1.120470","0.758130","8 out of 10","8 out of 9","8 out of 10","0.369","0.000","1.100","0.000","10 out of 10","9 out of 9","10 out of 10","0.906","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","6.756","3.742","0 out of 10","4 out of 9","4 out of 10","0.805","0.004","3.249","2.089","0 out of 10","3 out of 9","3 out of 10","0.020408","0.000000","Not Available","Not Available","Not Available","Not Available","Not Available"
"230302","HENRY FORD WEST BLOOMFIELD HOSPITAL","6777 WEST MAPLE ROAD","WEST BLOOMFIELD","MI","48322","Oakland","0.964542","0.709498","1.444634","0.916011","2 out of 10","7 out of 9","7 out of 10","0.369","0.000","0.000","0.473","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","0.476","0.255","7 out of 10","4 out of 9","7 out of 10","0 out of 10","0.824","0.000","0.743","1.510","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","Not Available","0.636","1 out of 10","Not Available","1 out of 10","0.767","0.000","1.218","0.335","6 out of 10","7 out of 9","7 out of 10","0.805","0.004","0.993","0.972","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","0.032895","0.007143","6 out of 10","7 out of 9","7 out of 10"
"230303","MUNSON HEALTHCARE MANISTEE HOSPITAL","1465 E PARKDALE AVE","MANISTEE","MI","49660","Manistee","0.964542","0.709498","Not Available","0.721848","9 out of 10","Not Available","9 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","Not Available","0.000","10 out of 10","Not Available","10 out of 10","0.020408","0.000000","0.117647","0.000000","10 out of 10","9 out of 9","10 out of 10"
"240001","NORTH MEMORIAL MEDICAL CENTER","3300 OAKDALE NORTH","ROBBINSDALE","MN","55422","Hennepin","0.964542","0.709498","1.172148","0.697227","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.319","0.283","3 out of 10","1 out of 9","3 out of 10","0.906","0.000","1.982","0.680","3 out of 10","6 out of 9","6 out of 10","0 out of 10","0.824","0.000","0.400","1.049","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","0.251","0.556","3 out of 10","0 out of 9","3 out of 10","0.805","0.004","1.251","1.160","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
"240002","ESSENTIA HEALTH ST MARY'S MEDICAL CENTER","407 EAST THIRD STREET","DULUTH","MN","55805","Saint Louis","0.964542","0.709498","1.022266","0.828882","5 out of 10","6 out of 9","6 out of 10","0.369","0.000","0.180","0.287","3 out of 10","0 out of 9","3 out of 10","0.906","0.000","1.153","0.687","3 out of 10","4 out of 9","4 out of 10","0 out of 10","0.824","0.000","1.479","1.420","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","Not Available","0.736","0 out of 10","Not Available","0 out of 10","0.767","0.000","0.000","0.980","0 out of 10","0 out of 9","0 out of 10","0.805","0.004","0.658","0.797","1 out of 10","0 out of 9","1 out of 10","0.020408","0.000000","0.050000","0.009259","5 out of 10","8 out of 9","8 out of 10"
"240004","HENNEPIN COUNTY MEDICAL CENTER 1","701 PARK AVENUE","MINNEAPOLIS","MN","55415","Hennepin","0.964542","0.709498","1.395119","0.543500","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.123","0.263","3 out of 10","0 out of 9","3 out of 10","0.906","0.000","2.713","1.176","0 out of 10","5 out of 9","5 out of 10","0 out of 10","0.824","0.000","2.396","2.762","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","0.253","0.556","3 out of 10","0 out of 9","3 out of 10","0.805","0.004","0.499","0.729","1 out of 10","0 out of 9","1 out of 10","0.020408","0.000000","0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
"240006","OLMSTED MEDICAL CENTER","1650 FOURTH STREET SOUTHEAST","ROCHESTER","MN","55904","Olmsted","0.964542","0.709498","0.943291","0.673167","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.431","0.902","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
"240010","MAYO CLINIC HOSPITAL ROCHESTER","1216 SECOND STREET SOUTHWEST","ROCHESTER","MN","55902","Olmsted","0.964542","0.709498","0.887624","0.589262","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.588","0.658","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","0.998","0.180","8 out of 10","8 out of 9","8 out of 10","2 out of 10","0.824","0.000","1.504","1.169","0 out of 10","2 out of 9","2 out of 10","0.710","0.000","0.941","0.437","4 out of 10","5 out of 9","5 out of 10","0.767","0.000","0.408","0.612","2 out of 10","0 out of 9","2 out of 10","0.805","0.004","0.597","0.531","4 out of 10","1 out of 9","4 out of 10","0.020408","0.000000","0.000000","0.083333","0 out of 10","0 out of 9","0 out of 10"
"240014","NORTHFIELD HOSPITAL","2000 NORTH AVENUE","NORTHFIELD","MN","55057","Rice","0.964542","0.709498","0.899098","0.680936","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.626","0.000","10 out of 10","9 out of 9","10 out of 10","0.020408","0.000000","0.000000","0.037037","0 out of 10","0 out of 9","0 out of 10"
"240018","MAYO CLINIC HEALTH SYSTEM IN RED WING","701 HEWITT BOULEVARD, PO BOX 95","RED WING","MN","55066","Goodhue","0.964542","0.709498","1.086304","0.648762","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.375","0.294","6 out of 10","2 out of 9","6 out of 10","0.020408","0.000000","0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
"240019","ESSENTIA HEALTH DULUTH","502 EAST SECOND STREET","DULUTH","MN","55805","Saint Louis","0.964542","0.709498","0.818411","0.567994","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.906","0.000","3.823","1.459","0 out of 10","6 out of 9","6 out of 10","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","0.000","10 out of 10","Not Available","10 out of 10","0.805","0.004","0.698","0.393","5 out of 10","4 out of 9","5 out of 10","0.020408","0.000000","0.000000","Not Available","Not Available","Not Available","Not Available"
"240020","CAMBRIDGE MEDICAL CENTER","701 SOUTH DELLWOOD AVENUE","CAMBRIDGE","MN","55008","Isanti","0.964542","0.709498","0.988494","0.743151","8 out of 10","8 out of 9","8 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.313","0.570","3 out of 10","0 out of 9","3 out of 10","0.020408","0.000000","0.000000","0.173913","0 out of 10","0 out of 9","0 out of 10"
"240022","SANFORD WORTHINGTON MEDICAL CENTER","1018 SIXTH AVENUE PO BOX 997","WORTHINGTON","MN","56187","Nobles","0.964542","0.709498","0.967895","0.602684","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.020408","0.000000","0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
"240030","DOUGLAS COUNTY HOSPITAL","111 17TH AVENUE EAST","ALEXANDRIA","MN","56308","Douglas","0.964542","0.709498","0.947588","0.550769","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0 out of 10","0.824","0.000","0.000","0.917","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","1.058","1.285","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","0.000000","0.047619","0 out of 10","0 out of 9","0 out of 10"
"240036","ST CLOUD HOSPITAL","1406 6TH AVE NORTH","SAINT CLOUD","MN","56303","Stearns","0.964542","0.709498","0.925289","0.601067","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.815","0.266","3 out of 10","6 out of 9","6 out of 10","0.906","0.000","2.296","1.041","0 out of 10","5 out of 9","5 out of 10","1 out of 10","0.824","0.000","0.881","1.231","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","2.094","0.792","0 out of 10","6 out of 9","6 out of 10","0.767","0.000","0.721","0.454","4 out of 10","3 out of 9","4 out of 10","0.805","0.004","1.215","0.900","0 out of 10","2 out of 9","2 out of 10","0.020408","0.000000","0.003300","0.006780","7 out of 10","0 out of 9","7 out of 10"
"240038","UNITED HOSPITAL","333 NORTH SMITH AVENUE","SAINT PAUL","MN","55102","Ramsey","0.964542","0.709498","0.786203","0.757932","8 out of 10","3 out of 9","8 out of 10","0.369","0.000","0.376","0.437","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","1.120","1.261","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0.824","0.000","1.537","1.703","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","1.007","0.898","0 out of 10","1 out of 9","1 out of 10","0.767","0.000","0.463","0.274","6 out of 10","4 out of 9","6 out of 10","0.805","0.004","0.514","0.510","4 out of 10","0 out of 9","4 out of 10","0.020408","0.000000","0.015152","0.154762","0 out of 10","0 out of 9","0 out of 10"
"240040","UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS","750 EAST 34TH ST","HIBBING","MN","55746","Saint Louis","0.964542","0.709498","0.943978","0.605608","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.118","0.000","10 out of 10","9 out of 9","10 out of 10","0.020408","0.000000","0.121951","0.000000","10 out of 10","9 out of 9","10 out of 10"
